Position	Strand	Type	Locus	Product	EGDe_37C_TSS	sigB	prfA	EGDe_30C	EGDe_minusO2	EGDe_Stat	EGDe_Complete_TSS
1890944	+	Upstream	lmo1816	50S ribosomal protein L28	0	4	0	2	0	0	6
1893500	-	Middle	lmo1820	putative serine-threonine-specific protein kinase	0	4	0	0	0	0	4
1898559	-	Middle	lmo1824	primosome assembly protein PriA	3	2	0	0	0	0	5
1903281	-	Middle	lmo1828	conserved hypothetical protein	0	3	0	13	11	6	33
1904056	-	Upstream	lmo1828	conserved hypothetical protein	11	6	8	3	5	0	33
1905918	+	Upstream	lmo1830	short chain dehydrogenase	57	0	6	15	65	26	169
1912864	-	Middle	lmo1836	carbamoyl phosphate synthase small subunit	2	5	3	9	4	24	47
1917466	-	Upstream	lmo1839	highly uracil permease	0	0	0	0	0	5	5
1917518	-	Middle	NA	NA	0	0	0	0	2	15	17
1918261	-	Middle	NA	NA	7	5	2	16	3	5	38
1918271	-	Upstream	NA	NA	10	5	0	5	3	0	23
1918339	+	Upstream	lmo1841	hypothetical protein	7	6	2	0	0	0	15
1920977	-	Upstream	lmo1844	lipoprotein signal peptidase	0	0	0	2	4	0	6
1922326	-	Upstream	lmo1845	hypothetical protein	21	17	12	32	22	0	104
1922416	+	Upstream	lmo1846	multidrug efflux protein	11	24	15	20	27	14	111
1926352	-	Upstream	lmo1849	metal cations ABC transporter- ATP-binding proteins	6	15	4	6	11	11	53
1926359	-	Upstream	lmo1849	metal cations ABC transporter- ATP-binding proteins	9	11	5	7	15	12	59
1926372	-	Upstream	lmo1849	metal cations ABC transporter- ATP-binding proteins	6	10	0	0	6	0	22
1926390	-	Upstream	lmo1849	metal cations ABC transporter- ATP-binding proteins	216	223	70	244	954	204	1911
1928438	-	Upstream	lmo1851	carboxy-terminal processing proteinase	0	0	0	4	5	4	13
1928444	-	Upstream	lmo1851	carboxy-terminal processing proteinase	0	2	0	3	8	2	15
1928481	-	Upstream	lmo1851	carboxy-terminal processing proteinase	216	316	119	108	580	38	1377
1928816	-	Middle	lmo1853	heavy metal-transporting ATPases	6	4	0	0	0	0	10
1931342	-	Upstream	lmo1854	hypothetical protein	13	23	3	13	25	24	101
1932292	-	Upstream	lmo1855	similar to D-alanyl-D-alanine carboxypeptidases	3	2	0	0	0	0	5
1932302	-	Upstream	lmo1855	similar to D-alanyl-D-alanine carboxypeptidases	4	3	0	0	2	0	9
1933025	-	Upstream	lmo1856	purine nucleoside phosphorylase	16	15	2	2	0	3	38
1933042	-	Middle	lmo1857	hypoyhetical protein	2	7	2	0	3	0	14
1933067	-	Middle	lmo1857	hypoyhetical protein	0	0	0	2	2	0	4
1933296	-	Upstream	lmo1857	hypoyhetical protein	252	266	50	106	330	45	1049
1933312	-	Upstream	lmo1857	hypoyhetical protein	5	3	0	0	0	0	8
1933586	-	Middle	lmo1858	dehydogenases and hypothetical proteins	3	5	0	0	2	0	10
1937630	-	Upstream	lmo1863	hypothetical protein	11	14	2	3	6	0	36
1937743	+	Upstream	lmo1864	hemolysinIII proteins- putative integral membrane protein	4	4	0	3	0	0	11
1943113	-	Middle	lmo1869	conserved hypothetical proteins- putative integral membrane protein	2	0	0	3	2	3	10
1944074	-	Upstream	lmo1869	conserved hypothetical proteins- putative integral membrane protein	6	8	0	4	4	0	22
1946419	-	Upstream	lmo1871	phosphoglucomutases	3	6	2	0	0	0	11
1946446	-	Upstream	lmo1871	phosphoglucomutases	67	175	53	41	56	24	416
1947510	-	Middle	lmo1873	dihydrofolate reductases	2	2	0	3	6	2	15
1950789	-	Upstream	lmo1875	putative ABC transporters ATP-binding protein	3	8	0	3	19	6	39
1951331	-	Middle	lmo1877	formyl-tetrahydrofolate synthetase N-terminal part	0	0	0	0	4	3	7
1952580	-	Upstream	lmo1877	formyl-tetrahydrofolate synthetase N-terminal part	7	10	0	2	2	2	23
1953179	-	Upstream	lmo1878	manganese transport transcriptional regulator	55	78	56	87	396	94	766
1953270	-	Upstream	lmo1878	manganese transport transcriptional regulator	0	0	2	2	2	0	6
1953389	+	Upstream	lmo1879	cold shock P	3	5	0	0	0	0	8
1953805	+	Upstream	lmo1880	RNase HI	25	30	12	6	2	2	77
1955153	-	Upstream	lmo1881	5-3 exonuclease	61	70	28	29	23	22	233
1955507	-	Upstream	lmo1882	30S ribosomal protein S14	2	0	3	13	6	18	42
1956705	-	Upstream	lmo1883	chitinases	59	0	44	3	8	7	121
1958913	-	Middle	NA	NA	0	2	0	4	2	0	8
1960504	-	Middle	lmo1887	hypothetical protein	0	2	2	2	0	0	6
1962188	-	Upstream	NA	NA	31	53	20	31	38	14	187
1962197	-	Upstream	NA	NA	42	30	4	45	56	15	192
1962203	-	Intergenic	NA	NA	62	54	10	43	85	11	265
1962222	-	Upstream	NA	NA	0	9	0	0	0	0	9
1962596	-	Upstream	lmo1888	hypothetical protein	3	3	2	0	0	0	8
1962602	-	Upstream	lmo1888	hypothetical protein	5	9	2	2	2	0	20
1962619	-	Upstream	lmo1888	hypothetical protein	99	119	63	20	87	48	436
1963635	-	Upstream	lmo1890	hypothetical protein	3	0	0	0	13	0	16
1963808	+	Upstream	lmo1891	Holliday junction-specific endonuclease	2	0	0	3	16	0	21
1968902	-	Upstream	lmo1895	chromosome replication initiation protein	18	14	7	4	6	3	52
1971524	-	Upstream	lmo1897	aspartate aminotransferase	5	0	0	0	2	3	10
1971553	-	Middle	lmo1898	hypothetical protein	3	4	0	0	3	0	10
1972123	-	Middle	lmo1898	hypothetical protein	10	11	0	0	6	0	27
1974992	-	Upstream	lmo1899	bifunctional ATP-dependent DNA helicase-DNA polymerase III subunit epsilon	24	71	34	81	118	78	406
1977795	-	Upstream	lmo1903	thioredoxin	6	6	2	9	23	4	50
1981054	-	Middle	lmo1907	dihydrodipicolinate reductase	10	0	3	2	3	4	22
1981691	-	Upstream	lmo1908	hypothetical protein	24	12	6	0	4	0	46
1983773	-	Upstream	lmo1910	oxidoreductases	18	59	14	19	5	8	123
1984828	+	Middle	lmo1911	unknown proteins hypothetical sensory transduction histidine kinase	0	0	0	6	18	9	33
1987259	+	Middle	lmo1913	hypothetical protein	0	0	0	0	10	0	10
1987345	+	Middle	lmo1913	hypothetical protein	0	0	0	10	21	3	34
1988137	+	Upstream	lmo1915	malate dehydrogenase	2	0	0	6	3	0	11
1990978	+	Upstream	lmo1917	pyruvate formate-lyase	126	178	83	98	419	49	953
1994660	-	Upstream	lmo1918	hypothetical protein	2	9	6	8	3	3	31
1995477	-	Upstream	lmo1919	hypothetical protein	15	14	3	0	9	11	52
1996772	-	Upstream	lmo1921	hypothetical protein	0	5	2	0	0	0	7
1996780	-	Upstream	lmo1921	hypothetical protein	3	4	0	0	0	0	7
1998065	-	Upstream	lmo1922	hypothetical protein	40	38	15	9	5	6	113
2000601	-	Middle	lmo1925	histidinol-phosphate aminotransferase	3	2	0	0	0	0	5
2002076	-	Middle	lmo1927	3-dehydroquinate synthase	0	3	3	0	0	4	10
2002084	-	Middle	lmo1927	3-dehydroquinate synthase	5	0	2	0	0	0	7
2004313	-	Upstream	lmo1928	chorismate synthase	6	12	2	3	2	0	25
2004332	-	Upstream	lmo1928	chorismate synthase	0	4	3	2	3	2	14
2004338	-	Upstream	lmo1928	chorismate synthase	3	2	0	0	3	2	10
2004347	-	Upstream	lmo1928	chorismate synthase	3	7	2	0	0	0	12
2004354	-	Upstream	lmo1928	chorismate synthase	0	0	5	0	0	2	7
2004367	-	Upstream	lmo1928	chorismate synthase	2	4	6	2	0	0	14
2004381	-	Upstream	lmo1928	chorismate synthase	149	200	86	96	122	46	699
2004431	-	Upstream	lmo1928	chorismate synthase	145	181	73	23	46	8	476
2004982	-	Middle	lmo1930	heptaprenyl diphosphate synthase component II menaquinone biosynthesis	6	0	0	0	0	0	6
2007488	-	Upstream	lmo1932	heptaprenyl diphosphate synthase component I	24	36	11	20	20	4	115
2008108	-	Upstream	lmo1933	GTP cyclohydrolase I	0	0	0	4	5	6	15
2008117	-	Upstream	lmo1933	GTP cyclohydrolase I	52	112	64	115	202	130	675
2008616	-	Upstream	lmo1934	non-specific DNA-binding protein HU	1032	1894	1681	1407	827	895	7736
2008871	-	Intergenic	NA	NA	8	2	2	3	3	0	18
2010019	-	Upstream	lmo1935	protein-tyrosine-serine phosphatase	16	18	16	10	36	23	119
2012478	-	Upstream	lmo1937	GTP-binding protein EngA	19	34	25	74	156	56	364
2013728	-	Upstream	lmo1938	30S ribosomal protein S1	0	0	0	0	7	0	7
2013928	-	Upstream	lmo1938	30S ribosomal protein S1	4	5	0	2	25	5	41
2016635	-	Upstream	lmo1941	hypothetical protein	57	57	20	2	3	3	142
2018748	-	Middle	lmo1943	hypothetical protein	0	0	0	4	9	16	29
2019289	-	Upstream	lmo1943	hypothetical protein	3	7	0	0	3	0	13
2019371	+	Upstream	lmo1944	ferredoxin	0	3	0	2	2	0	7
2020614	-	Upstream	NA	NA	2	6	0	3	0	0	11
2020623	-	Upstream	NA	NA	447	582	176	181	248	313	1947
2023880	-	Upstream	lmo1948	two-component response regulator ResD	0	0	0	0	2	2	4
2023895	-	Upstream	lmo1948	two-component response regulator ResD	0	2	0	0	2	4	8
2023928	-	Upstream	lmo1948	two-component response regulator ResD	2	0	2	0	2	0	6
2027505	-	Upstream	lmo1952	diaminopimelate decarboxylase	0	5	2	3	11	0	21
2030606	-	Upstream	lmo1955	integrase-recombinase	23	14	10	24	33	2	106
2031200	-	Upstream	lmo1956	transcriptional regulator Fur family	13	19	3	0	3	0	38
2031213	-	Upstream	lmo1956	transcriptional regulator Fur family	0	0	0	2	4	2	8
2031238	-	Upstream	lmo1956	transcriptional regulator Fur family	0	3	0	0	3	2	8
2031247	-	Upstream	lmo1956	transcriptional regulator Fur family	0	10	0	0	10	4	24
2031253	-	Upstream	lmo1956	transcriptional regulator Fur family	7	7	0	0	10	3	27
2031263	-	Upstream	lmo1956	transcriptional regulator Fur family	640	1087	242	112	432	133	2646
2031354	-	Intergenic	NA	NA	23	16	0	2	5	2	48
2033547	-	Upstream	lmo1958	ferrichrome ABC transporter permease	0	0	0	12	3	0	15
2034558	-	Upstream	lmo1959	ferrichrome binding protein	0	0	0	6	0	0	6
2036950	-	Middle	lmo1962	transcription regulators TetR family	0	7	3	0	16	8	34
2038875	-	Upstream	lmo1964	ABC transporter- ATP-binding protein	131	185	56	21	42	22	457
2039087	+	Intergenic	NA	NA	3	2	0	0	5	0	10
2039375	-	Intergenic	NA	NA	0	15	8	2	20	7	52
2040024	-	Upstream	lmo1965	hypothetical protein	31	44	23	9	7	3	117
2048547	-	Upstream	lmo1975	DNA polymerase IV	12	19	9	0	6	5	51
2050364	-	Upstream	lmo1977	hypothetical protein	4	6	2	0	24	12	48
2050510	+	Upstream	lmo1978	glucose-6-phosphate 1-dehydrogenase	12	7	3	7	7	0	36
2052203	+	Upstream	lmo1979	hypothetical protein	24	24	13	25	128	19	233
2053832	-	Upstream	lmo1982	hypothetical protein	32	64	25	19	47	22	209
2054110	+	Intergenic	NA	NA	0	0	0	0	8	0	8
2054160	+	Intergenic	NA	NA	0	0	0	4	10	3	17
2054162	+	Intergenic	NA	NA	0	5	0	3	9	0	17
2065622	+	Upstream	lmo1992	alpha-acetolactate decarboxylase	6	0	0	0	0	0	6
2065633	+	Upstream	lmo1992	alpha-acetolactate decarboxylase	6	6	0	2	3	0	17
2067774	-	Upstream	lmo1993	pyrimidine-nucleoside phosphorylase	0	2	0	0	5	0	7
2067783	-	Upstream	lmo1993	pyrimidine-nucleoside phosphorylase	0	0	2	0	5	2	9
2067796	-	Upstream	lmo1993	pyrimidine-nucleoside phosphorylase	3	3	3	0	0	0	9
2067864	-	Upstream	lmo1993	pyrimidine-nucleoside phosphorylase	74	46	32	24	27	4	207
2068926	-	Upstream	lmo1994	transcription regulators LacI family	6	3	0	5	10	0	24
2069675	-	Upstream	lmo1995	deoxyribose-phosphate aldolase	188	117	33	4	33	2	377
2070682	-	Upstream	lmo1996	transcription repressor of dra-nupC-pdp operon DeoR	3	0	0	0	2	0	5
2074903	-	Upstream	lmo2001	PTS mannose-specific enzyme IIC component	0	0	11	0	0	0	11
2076920	-	Upstream	lmo2004	transcription regulator GntR family	13	2	10	8	10	19	62
2078043	-	Upstream	lmo2005	oxidoreductase	3	0	0	0	0	0	3
2079840	-	Upstream	lmo2006	acetolactate synthase	6	32	10	84	27	254	413
2095077	-	Upstream	lmo2016	major cold-shock protein	15	11	4	0	3	3	36
2095096	-	Upstream	lmo2016	major cold-shock protein	61	52	16	3	11	2	145
2095104	-	Upstream	lmo2016	major cold-shock protein	9	10	0	0	2	2	23
2095179	-	Upstream	lmo2016	major cold-shock protein	4357	4423	812	1292	4870	254	16008
2095730	-	Middle	lmo2017	hypothetical protein	0	2	2	4	2	0	10
2097094	-	Upstream	lmo2018	diaminopimelate epimerase	57	40	10	0	5	0	112
2100775	-	Upstream	lmo2020	cell-division initiation protein septum placement	2	5	0	2	0	2	11
2100789	-	Upstream	lmo2020	cell-division initiation protein septum placement	159	165	105	101	211	152	893
2101724	-	Middle	lmo2022	a NifS-like protein required for NAD biosynthesis	10	8	2	37	74	16	147
2109972	-	Intergenic	NA	NA	0	0	0	0	3	4	7
2110820	-	Upstream	lmo2028	hypothetical protein	5	5	5	8	14	7	44
2111682	-	Upstream	lmo2030	hypothetical protein	5	2	0	2	2	0	11
2113702	-	Upstream	lmo2032	cell division protein FtsZ	18	12	9	0	0	0	39
2113710	-	Upstream	lmo2032	cell division protein FtsZ	2	4	3	0	3	0	12
2113731	-	Upstream	lmo2032	cell division protein FtsZ	15	16	5	2	0	4	42
2115095	-	Upstream	lmo2033	highly cell-division protein FtsA	26	22	5	14	13	10	90
2117347	-	Middle	lmo2036	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase	7	4	0	2	0	0	13
2119822	-	Upstream	lmo2037	phospho-N-acetylmuramoyl-pentapeptide-transferase	2	9	0	8	23	9	51
2121344	-	Upstream	lmo2038	UDP-N-acetylmuramoylalanyl-D-glutamate--2-6-diaminopimelate ligase	2	4	0	2	0	3	11
2121367	-	Upstream	lmo2038	UDP-N-acetylmuramoylalanyl-D-glutamate--2-6-diaminopimelate ligase	27	26	11	5	12	3	84
2123787	-	Middle	lmo2040	cell-division protein FtsL	2	0	0	0	0	3	5
2125516	-	Upstream	lmo2042	cell division protein MraZ	164	224	147	156	769	652	2112
2126979	-	Upstream	lmo2043	integral membrane proteins	0	2	0	0	2	0	4
2130103	-	Upstream	lmo2046	2-dehydropantoate 2-reductase	24	18	8	8	11	5	74
2130422	-	Upstream	lmo2047	50S ribosomal protein L32	761	1145	441	1110	1011	263	4731
2130440	-	Upstream	lmo2047	50S ribosomal protein L32	8	9	8	2	0	0	27
2131050	-	Upstream	lmo2048	hypothetical protein	81	103	65	415	272	125	1061
2131055	-	Upstream	lmo2048	hypothetical protein	2	0	0	4	3	0	9
2131140	+	Upstream	lmo2049	hypothetical protein	0	2	0	4	6	4	16
2132385	+	Upstream	lmo2050	excinuclease ABC subunit A	23	7	4	2	5	0	41
2136824	-	Upstream	lmo2053	hypothetical protein	194	311	141	31	140	29	846
2137678	-	Upstream	lmo2055	hypothetical protein	50	60	31	26	27	13	207
2138795	-	Upstream	lmo2056	hypothetical protein	24	33	4	3	7	3	74
2139859	-	Upstream	lmo2057	protoheme IX farnesyltransferase	91	0	27	42	29	79	268
2139870	-	Upstream	lmo2057	protoheme IX farnesyltransferase	119	348	98	207	139	147	1058
2139966	+	Upstream	lmo2058	heme O oxygenase	3	5	2	2	0	0	12
2141042	+	Upstream	lmo2059	potassium channel subunit	2	0	2	0	0	0	4
2145127	+	Upstream	lmo2064	large-conductance mechanosensitive channel	4	6	0	0	0	0	10
2145648	-	Intergenic	NA	NA	0	4	0	2	20	3	29
2146068	-	Upstream	lmo2065	hypothetical protein	0	3	0	0	0	0	3
2147457	-	Upstream	lmo2067	conjugated bile acid hydrolase	244	0	48	62	113	57	524
2149312	-	Upstream	lmo2068	chaperonin GroEL	30	45	7	0	6	4	92
2149318	-	Upstream	lmo2068	chaperonin GroEL	13	15	2	3	0	6	39
2149338	-	Upstream	lmo2068	chaperonin GroEL	40	57	18	5	12	29	161
2149346	-	Upstream	lmo2068	chaperonin GroEL	15	12	7	0	2	4	40
2149357	-	Middle	lmo2069	co-chaperonin GroES	2	2	2	0	2	0	8
2149633	-	Upstream	lmo2069	co-chaperonin GroES	10	4	0	0	2	2	18
2149639	-	Upstream	lmo2069	co-chaperonin GroES	3	3	0	0	0	0	6
2149654	-	Upstream	lmo2069	co-chaperonin GroES	6	6	0	2	2	5	21
2149660	-	Upstream	lmo2069	co-chaperonin GroES	30	48	10	4	12	10	114
2149667	-	Upstream	lmo2069	co-chaperonin GroES	6	7	0	0	0	2	15
2149700	-	Upstream	lmo2069	co-chaperonin GroES	866	1179	428	88	593	1241	4395
2149701	-	Upstream	lmo2069	co-chaperonin GroES	6	7	2	0	0	9	24
2151458	-	Upstream	lmo2072	redox-sensing transcriptional repressor Rex	0	4	0	0	0	0	4
2151510	-	Upstream	lmo2072	redox-sensing transcriptional repressor Rex	195	193	77	65	23	25	578
2151605	-	Intergenic	NA	NA	12	14	0	0	0	0	26
2151721	+	Upstream	lmo2073	ABC transporter ATP-binding protein	0	0	0	3	3	3	9
2154765	+	Intergenic	NA	NA	0	0	0	0	0	2	2
2155058	-	Intergenic	NA	NA	3	3	0	2	9	2	19
2155258	-	Middle	lmo2075	putative DNA-binding-iron metalloprotein-AP endonuclease	2	5	0	2	3	8	20
2156741	-	Middle	lmo2077	glycoprotease	4	0	2	0	0	0	6
2157868	-	Upstream	lmo2078	hypothetical protein	77	93	26	22	78	13	309
2159114	-	Upstream	lmo2079	hypothetical protein	14	17	3	9	21	7	71
2159635	-	Upstream	lmo2080	hypothetical protein	5	3	0	0	5	0	13
2160445	-	Upstream	lmo2082	camphor resistance protein CrcB	2	4	0	0	0	0	6
2160505	-	Upstream	lmo2082	camphor resistance protein CrcB	6	4	0	6	17	4	37
2161355	-	Middle	lmo2084	hypothetical protein	25	10	2	4	9	0	50
2162187	+	Upstream	lmot40	tRNA-Leu	3	8	7	124	239	10	391
2164041	-	Upstream	lmo2085	peptidoglycan binding protein	6	0	3	13	9	51	82
2167978	-	Upstream	lmo2088	transcription regulators	0	0	2	3	18	3	26
2169125	-	Upstream	lmo2089	lipases	22	14	21	52	110	64	283
2172006	+	Upstream	lmo2092	glycine betaine transporter BetL	45	49	11	0	65	27	197
2172027	+	Upstream	lmo2092	glycine betaine transporter BetL	7	7	8	0	7	14	43
2172044	+	Upstream	lmo2092	glycine betaine transporter BetL	5	0	2	2	7	6	22
2181269	-	Upstream	lmo2100	transcriptional regulator GntR family and to aminotransferase MocR-like	4	4	0	0	0	0	8
2181292	+	Upstream	lmo2101	pyridoxal biosynthesis lyase PdxS	8	9	5	2	6	4	34
2181293	+	Upstream	lmo2101	pyridoxal biosynthesis lyase PdxS	84	117	50	201	347	235	1034
2181310	+	Upstream	lmo2101	pyridoxal biosynthesis lyase PdxS	0	0	0	0	3	3	6
2181329	+	Upstream	lmo2101	pyridoxal biosynthesis lyase PdxS	5	12	3	4	4	3	31
2183800	-	Upstream	lmo2103	phosphotransacetylase	3	3	0	0	0	2	8
2183832	-	Upstream	lmo2103	phosphotransacetylase	279	413	179	332	56	62	1321
2184065	+	Upstream	lmo2104	hypothetical protein	0	0	0	23	0	0	23
2187475	-	Upstream	lmo2106	hypothetical protein	7	6	5	4	2	6	30
2191487	-	Upstream	lmo2110	mannnose-6 phospate isomerase	18	11	5	0	8	0	42
2192282	-	Upstream	lmo2111	FMN-containing NADPH-linked nitro-flavin reductase	8	10	3	3	10	0	34
2192357	+	Upstream	lmo2112	hypothetical protein	0	6	2	3	7	9	27
2192663	+	Upstream	lmo2113	putative heme peroxidase	18	12	4	9	56	14	113
2193606	+	Upstream	lmo2114	ABC transporter ATP-binding protein	0	0	2	13	9	3	27
2199174	-	Upstream	lmo2118	phosphoglucosamine mutase	2	3	0	0	3	0	8
2199221	-	Upstream	lmo2118	phosphoglucosamine mutase	78	47	17	76	97	63	378
2201594	-	Upstream	lmo2120	hypothetical protein	24	6	4	5	6	0	45
2208468	-	Upstream	lmo2125	maltose-maltodextrin ABC-transporter binding protein	5	2	0	0	0	0	7
2210380	-	Upstream	lmo2126	maltogenic amylase	9	4	4	6	3	3	29
2210565	+	Upstream	lmo2127	hypothetical protein	0	0	0	10	37	11	58
2212269	-	Upstream	lmo2128	transcription regulator- LacI family	24	9	7	20	38	5	103
2212293	-	Upstream	lmo2128	transcription regulator- LacI family	0	4	2	0	0	2	8
2212660	-	Upstream	lmo2129	hypothetical protein	336	1019	328	757	1600	637	4677
2213207	-	Intergenic	NA	NA	0	0	2	9	12	12	35
2213213	-	Intergenic	NA	NA	5	25	16	8	34	80	168
2215539	+	Upstream	lmot42	tRNA-Thr	6	11	7	18	30	2	74
2215683	+	Upstream	lmot43	tRNA-Tyr	0	4	4	4	5	3	20
2217207	+	Upstream	lmo2132	hypothetical protein	34	0	18	7	0	24	83
2223297	+	Upstream	lmo2139	ABC transporter ATP-binding protein	5	6	2	0	9	4	26
2226036	+	Intergenic	NA	NA	323	0	92	130	200	185	930
2226077	+	Intergenic	NA	NA	15	2	2	11	11	423	464
2226100	+	Intergenic	NA	NA	0	0	0	0	0	6	6
2226109	+	Intergenic	NA	NA	0	0	0	4	0	21	25
2226115	+	Intergenic	NA	NA	0	0	0	0	3	9	12
2226121	+	Intergenic	NA	NA	0	0	0	0	2	9	11
2226129	+	Intergenic	NA	NA	0	0	0	0	0	3	3
2226144	+	Intergenic	NA	NA	0	0	0	0	0	2	2
2226159	+	Intergenic	NA	NA	0	0	0	0	0	6	6
2226167	+	Intergenic	NA	NA	0	0	0	3	0	8	11
2227223	-	Upstream	lmo2142	hypothetical protein	8	3	0	0	0	0	11
2227229	-	Upstream	lmo2142	hypothetical protein	42	34	22	13	33	4	148
2227381	+	Upstream	lmo2143	weakly mannose-6-phosphate isomerase	10	4	0	0	2	0	16
2229963	-	Upstream	lmo2144	transcription regulator GntR family	22	15	8	11	14	8	78
2231084	-	Upstream	lmo2145	hypothetical protein	4	3	0	6	5	0	18
2232021	-	Upstream	lmo2146	transcription regulator LysR family	0	0	0	0	3	0	3
2232066	+	Upstream	lmo2147	hypothetical protein	0	0	0	0	4	0	4
2233134	+	Upstream	lmo2148	hypothetical protein	3	4	0	0	0	2	9
2234183	-	Upstream	lmo2149	hypothetical protein	9	5	4	8	15	0	41
2234333	+	Upstream	lmo2150	hypothetical protein	23	31	8	39	63	15	179
2236807	-	Upstream	lmo2154	ribonucleotide-diphosphate reductase subunit beta	0	5	6	3	14	27	55
2236814	-	Upstream	lmo2154	ribonucleotide-diphosphate reductase subunit beta	0	4	0	4	5	4	17
2236829	-	Upstream	lmo2154	ribonucleotide-diphosphate reductase subunit beta	4	3	0	0	0	0	7
2239147	-	Upstream	lmo2155	ribonucleotide-diphosphate reductase subunit alpha	7	12	9	8	6	6	48
2239158	-	Upstream	lmo2155	ribonucleotide-diphosphate reductase subunit alpha	4	5	2	0	3	0	14
2239169	-	Upstream	lmo2155	ribonucleotide-diphosphate reductase subunit alpha	2	4	0	2	4	0	12
2239295	-	Upstream	lmo2155	ribonucleotide-diphosphate reductase subunit alpha	112	48	26	7	30	0	223
2239640	+	Upstream	lmo2156	hypothetical protein	44	77	18	36	79	17	271
2239661	+	Upstream	lmo2156	hypothetical protein	0	2	0	5	9	56	72
2241994	-	Upstream	lmo2157	hypothetical protein	10	0	0	0	0	3	13
2242004	-	Upstream	lmo2157	hypothetical protein	122	0	33	38	41	173	407
2242308	-	Upstream	lmo2158	YwmG protein	36	0	8	10	3	13	70
2242335	-	Upstream	lmo2158	YwmG protein	11849	3	5140	2521	828	4002	24343
2242346	-	Upstream	lmo2158	YwmG protein	2	4	3	0	0	0	9
2250321	-	Upstream	lmo2167	hypothetical protein	134	154	92	128	194	114	816
2250333	-	Upstream	lmo2167	hypothetical protein	0	7	0	0	0	0	7
2250407	+	Upstream	lmo2168	glyoxalase I	224	254	156	71	158	74	937
2256421	-	Upstream	lmo2173	sigma-54-dependent transcriptional activator	11	0	0	0	2	0	13
2256451	-	Upstream	lmo2173	sigma-54-dependent transcriptional activator	159	192	50	164	210	64	839
2257604	-	Upstream	lmo2174	hypothetical protein	4	0	0	0	6	2	12
2257621	-	Upstream	lmo2174	hypothetical protein	0	15	13	2	4	26	60
2257690	-	Upstream	lmo2174	hypothetical protein	65	56	26	5	13	4	169
2258516	-	Upstream	lmo2175	3-ketoacyl-acyl-carrier-protein reductase	0	6	0	0	0	2	8
2258542	-	Upstream	lmo2175	3-ketoacyl-acyl-carrier-protein reductase	2	2	0	0	0	0	4
2258569	-	Upstream	lmo2175	3-ketoacyl-acyl-carrier-protein reductase	148	208	89	12	16	4	477
2259344	+	Upstream	lmo2177	hypothetical protein	0	0	0	4	2	2	8
2274841	-	Upstream	lmo2186	hypothetical protein	0	0	0	11	0	0	11
2275362	-	Intergenic	NA	NA	82	343	151	89	896	129	1690
2277354	-	Upstream	lmo2188	oligoendopeptidase	18	12	7	3	16	6	62
2279322	-	Upstream	lmo2190	adaptor protein	0	3	2	0	3	3	11
2279334	-	Upstream	lmo2190	adaptor protein	0	0	0	3	3	0	6
2279350	-	Upstream	lmo2190	adaptor protein	70	51	19	66	111	30	347
2280008	-	Upstream	lmo2191	transcriptional regulator Spx	0	3	0	0	0	0	3
2280100	-	Intergenic	NA	NA	4	0	2	2	13	0	21
2280389	-	Middle	lmo2192	oligopeptide ABC transporter ATP-binding protein	0	6	7	0	0	0	13
2281231	-	Middle	lmo2193	oligopeptide ABC transporter ATP-binding protein	0	0	3	2	0	0	5
2282299	-	Middle	lmo2194	oligopeptide ABC transporter permease	0	0	0	0	3	2	5
2282308	-	Middle	lmo2194	oligopeptide ABC transporter permease	0	0	0	2	4	2	8
2283335	-	Middle	lmo2195	oligopeptide ABC transporter permease	0	0	0	3	0	2	5
2283353	-	Middle	lmo2195	oligopeptide ABC transporter permease	0	0	0	2	4	6	12
2286256	-	Upstream	lmo2196	pheromone ABC transporter binding protein	204	217	67	86	430	197	1201
2286283	-	Upstream	lmo2196	pheromone ABC transporter binding protein	3	4	0	4	5	6	22
2286292	-	Upstream	lmo2196	pheromone ABC transporter binding protein	5	2	0	0	0	3	10
2286586	-	Intergenic	NA	NA	10	8	0	0	10	2	30
2287220	+	Upstream	NA	NA	84	92	19	37	71	17	320
2289016	-	Middle	lmo2200	transcription regulator	0	0	0	0	2	0	2
2289451	-	Upstream	lmo2200	transcription regulator	4	3	5	8	4	16	40
2290794	-	Upstream	lmo2201	3-oxoacyl-acyl-carrier protein synthase	4	6	2	6	2	0	20
2290800	-	Upstream	lmo2201	3-oxoacyl-acyl-carrier protein synthase	9	0	3	2	2	0	16
2290907	-	Upstream	lmo2201	3-oxoacyl-acyl-carrier protein synthase	6	0	0	0	0	0	6
2291983	-	Upstream	lmo2202	3-oxoacyl-acyl carrier protein synthase III	2	3	0	0	3	0	8
2291994	-	Upstream	lmo2202	3-oxoacyl-acyl carrier protein synthase III	44	56	18	77	401	10	606
2293472	+	Upstream	lmo2204	hypothetical protein	3384	2943	751	714	978	647	9417
2293478	+	Upstream	lmo2204	hypothetical protein	33	39	11	19	20	14	136
2293486	+	Upstream	lmo2204	hypothetical protein	16	20	12	10	0	21	79
2294464	-	Upstream	lmo2205	phosphoglyceromutase 1	2	3	0	0	0	2	7
2294481	-	Upstream	lmo2205	phosphoglyceromutase 1	18	12	5	2	4	4	45
2294510	-	Upstream	lmo2205	phosphoglyceromutase 1	16	0	13	40	22	68	159
