Genome elements	LOGFC_EGD_WT vs EGDe_280212.ge	STAT_EGD_WT vs EGDe_280212_LPE.ge	LOGFC_EGD_WT vs EGDe_280212.gr	STAT_EGD_WT vs EGDe_280212_TSTUDENTTILING.gr	CORR_EGD_WT vs EGDe_280212_ARRAYSCORR.gr	STAT_EGD_WT vs EGDe_280212_FDRBY.gr	STAT_EGD_WT vs EGDe_280212_FDRBONF.gr	Strand	Begin	End	Length (bp)	Info	Description	Note	Supp Note	Operon	COG	StartCodon	SD energy
lmo0142a			-0.8659775788099999	0.08680090133881295	8.6597757881E-7	1.0	1.0	+	143986	144273	288			hypothetical protein				ATG	 
lmo0143	-0.03178909172236022	1.0	-0.9569781304199996	0.11192807216688853	30.103978395421347	1.0	1.0	+	144097	144273	177			hypothetical protein				ATG	 
lmo0144	-0.07938642761810044	0.7180104131004306	-1.116466273245	0.24357966869900582	14.06369207864999	1.0	1.0	+	144397	144840	444			hypothetical protein				ATG	 
lmo0146	-0.07251395206638911	0.7768648244662626	-0.9811014446600002	0.04583225532880486	13.529830007910295	0.7905117714034545	1.0	+	145354	145560	207			hypothetical protein				GTG	 
lmo0147	0.8216241477545694	0.07554089795055297	0.0443920942100009	0.7331393045498467	0.05402968538755927	1.0	1.0	+	145869	146306	438			hypothetical protein				TTG	 
lmo0148	0.6472539110652704	0.26818234350182113	-0.10496259060999957	0.9003946506017197	-0.1621660198812069	1.0	1.0	+	146306	146656	351			hypothetical protein				ATG	 
lmo0149	-0.7227634184276504	0.034993581851204825	-1.1221309255549996	0.005107269787820113	1.55255633717069	0.5396649915585728	1.0	+	146764	147381	618			hypothetical protein				ATG	 
lmo0150	-0.61201533636675	0.14309986196805213	-1.6355531628099986	0.07982165141590637	2.672405519311846	0.9765863803381702	1.0	+	147399	147764	366			hypothetical protein				ATG	 
lmo0151	-1.1429127632689404	0.0018808465895204796	-1.7634304832400005	6.180410570920196E-5	1.542926581899624	0.14780568492331342	0.5885961855341411	+	147884	148291	408			hypothetical protein				TTG	 
lmo0152	3.3465909396190305	2.610568496930199E-6	3.717519538667	3.9307750181456054E-22	1.1108377467519814	4.5875650476080525E-4	0.0037109231183862783	-	148354	150009	1656			peptide ABC transporter substrate-binding protein				ATG	 
lmo0153	0.9513488616836989	0.28280860753462234	-0.11287783267999973	0.47049240302874806	-0.11865030508390828	1.0	1.0	+	150232	151173	942			zinc ABC transporter substrate-binding protein				ATG	 
lmo0154	0.5746494345898903	0.49147395538673466	-0.6962295098600002	0.012947054448942579	-1.211572600531449	0.5926722363873221	1.0	+	151186	151890	705			zinc ABC transporter ATP-binding protein				ATG	 
lmo0155	0.5985056471050996	0.4678354903282891	-0.7827894718349988	9.291778652697091E-4	-1.3079065763560596	0.5082532389211089	1.0	+	151839	152645	807			zinc ABC transporter permease				ATG	 
lmo0156	0.36778938771245073	0.20523742544049162	-0.24542005316600068	0.330013156218269	-0.6672842158183144	1.0	1.0	-	152648	153328	681			hypothetical protein				ATG	 
lmo0157	0.24775001102573047	0.806840000271196	-0.05107799354999987	0.2941280390532912	-0.2061674723586393	1.0	1.0	+	153608	155947	2340			ATP-dependent helicase				ATG	 
lmo0158	-0.08259657911242968	0.9323470121990368	-0.40543693613999987	0.04932428262992603	4.908640775402126	0.809758846296024	1.0	+	155993	156805	813			hypothetical protein				ATG	 
lmo0159	0.10262103085021046	0.8905060065049917	-0.34590506681499944	0.012537117617883991	-3.3707034898128785	0.5900011578324003	1.0	+	157089	159470	2382			peptidoglycan binding protein				ATG	 
lmo0160	2.29781515371534	0.02138963515490344	2.05864479677	4.556867696891953E-35	0.8959140135538644	0.5	0.5	+	159663	161378	1716			peptidoglycan binding protein				ATG	 
lmo0161	-0.5019387199435386	0.5328311878624439	-0.8501313586269994	1.828825365691192E-5	1.6936955147087036	0.5002154425440385	0.5262162116171832	-	161420	162250	831			hypothetical protein				ATG	 
lmo0162	-0.7891684159200913	0.3271007960119735	-1.4997392467799995	3.611977439368258E-20	1.9004045480348497	0.5	0.5	+	162467	163459	993			DNA polymerase III subunit delta'				GTG	 
lmo0163	-1.0131452749669396	0.2300749832946436	-1.4545230150599997	4.731826500432942E-17	1.4356509880653225	0.5000000000000031	0.5000000000000678	+	163465	164298	834			hypothetical protein				ATG	 
lmo0164	-0.48410560088643884	0.554880014939598	-1.1184388683599993	5.578680934135981E-5	2.3103200341248726	0.5006085740724783	0.5799703911908393	+	164309	164698	390			DNA replication intiation control protein YabA				TTG	 
lmo0165	0.5735303531547302	0.5432350074079144	0.35700027954000024	0.06813055346827514	0.622461004158374	0.9136434663061263	1.0	+	164756	165508	753			hypothetical protein				TTG	 
lmo0166	0.776199733778709	0.4299836276476152	0.48239241704500024	0.12406665864684174	0.6214797507036096	1.0	1.0	+	165492	165764	273			GIY-YIG nuclease				ATG	 
lmo0167	0.11641361520131177	0.8989101592725735	-0.3917957435449999	0.006454515682313796	-3.3655491487612963	0.5491612099514472	1.0	+	165761	166642	882			hypothetical protein				GTG	 
lmo0168	0.1202247071069209	0.9018779765153087	-0.4468831565010003	0.02467978596554893	-3.7170658781773387	0.6665247866248911	1.0	-	166687	166971	285			AbrB family transcriptional regulator				ATG	 
lmo0169	0.4060256502123103	0.6265288372359812	0.8274825150299998	0.8286963895556543	2.0380055166399225	1.0	1.0	+	167086	167943	858			glucose transporter				ATG	 
lmo0170	0.5096865581761616	0.5286002203440374	0.4558879593650005	0.020482824529066107	0.894447679758965	0.6409252052581496	1.0	+	168005	169270	1266			hypothetical protein				TTG	 
lmo0171	1.4918901241493892	0.13086566678226497	0.6598799071400006	8.628760485871616E-8	0.4423113314167391	0.5000014791934736	0.5001236932815649	+	169510	172008	2499			internalin				ATG	 
lmo0174	0.6525310884785815	0.44023038107743706	-0.30176596647700027	0.28598755991617764	-0.46245454324726065	1.0	1.0	-	172903	173208	306			transposase				ATG	 
lmo0175	0.7112434488383697	0.2836150345638828	0.011783269252999773	0.7680629625585998	0.01656713924359467	1.0	1.0	-	173309	174556	1248			peptidoglycan-binding protein				ATG	 
lmo0176	0.1915828413126306	0.8420583570908526	-0.05637011519999957	0.7744942460799571	-0.2942336318523074	1.0	1.0	+	174834	175694	861			glucose transporter				TTG	 
lmo0177	-0.21316616672327982	0.7906230895549021	-0.7314650609749995	2.612162352254238E-10	3.4314313205460314	0.5000000067310271	0.5000003744534732	+	175766	177760	1995	metS		methionyl-tRNA synthetase				TTG	 
lmo0178	6.55025888386236	0.0	6.338751341830001	4.27802255146402E-64	0.9677100484450405	1.7454065221716166E-60	6.132545327523672E-61	+	177924	179138	1215			xylose repressor				ATG	 
lmo0179	6.432257669092441	0.0	6.18400580433	1.085102689853836E-41	0.9614051741186749	5.533939131084952E-39	1.555494705905474E-38	+	179174	180052	879			sugar ABC transporter permease				ATG	 
lmo0180	7.1211681419304	0.0	6.773534344165	2.629493130794752E-57	0.9511830375527177	5.364083995915355E-54	3.769378402994277E-54	+	180052	180900	849			sugar ABC transporter permease				ATG	 
lmo0181	6.628567636423851	0.0	6.07803586422	4.426403563906993E-31	0.916945590299375	8.88169696675573E-29	6.345249508860674E-28	+	180928	182184	1257			sugar ABC transporter substrate-binding protein				ATG	 
lmo0182	3.3158216533643596	2.382575933697062E-4	2.9179777968900007	7.340694902151492E-17	0.8800165093105381	0.025121475470701007	0.3386831689751426	+	182267	185569	3303			alpha-glucosidase				ATG	 
lmo0183	5.517317043983371	1.4237500067793007E-12	5.5415948227400005	1.6457353855152627E-125	1.0044002870531257	7.847065747915118E-10	2.023860634636776E-9	+	185572	187863	2292			alpha-glucosidase				ATG	 
lmo0184	4.50185540415095	5.271494352143691E-11	4.647320344800001	6.221622835375281E-63	1.0323122196494636	2.130633366413821E-8	7.493429221572256E-8	+	187867	189528	1662			oligo-1,6-glucosidase				ATG	 
lmo0185	0.5860017267068711	0.5617912630814768	0.1210678739100004	0.6031354852071696	0.20659985865632233	1.0	1.0	+	189625	190398	774			hypothetical protein				TTG	 
lmo0186	-0.5579851871983195	0.5192470759605778	0.7682845382600001	0.027471003583314866	-1.3768905624853727	0.6835370875419942	1.0	+	190690	191916	1227			hypothetical protein				ATG	 
lmo0187	0.47470759235932825	0.6300877838757879	0.6653102764000005	0.10095882417036184	1.4015159797494796	1.0	1.0	+	192018	192593	576			hypothetical protein				ATG	 
lmo0188	0.12092855474275055	0.8901431908692692	-0.25242211756999966	0.19250081494806204	-2.0873657020624563	1.0	1.0	+	192586	193473	888	ksgA		dimethyladenosine transferase				ATG	 
lmo0189	0.009855582576911104	0.9887911052319118	-0.8881981877199996	0.07666121035408935	-90.12132776410412	0.9595097318196835	1.0	+	193593	193850	258			Veg protein				ATG	 
lmo0190	-0.8426047395174905	0.32319445439457584	-1.5738348829349995	2.1396061890004205E-15	1.8678210661813284	0.5000000000001082	0.5000000000030671	+	193989	194870	882	ipk		4-diphosphocytidyl-2-C-methyl-D-erythritol kinase				ATG	 
lmo0191	-0.9946812029129912	0.21399620759249505	-1.7121813633599996	7.17361572313998E-14	1.7213368045417572	0.5000000000028978	0.5000000001028337	+	194892	195629	738			phospho-beta-glucosidase				ATG	 
lmo0192	-0.14274869198940898	0.8791548716937037	-0.6666711310899995	0.002714404228950716	4.670243361245385	0.522193587128331	1.0	+	195793	196611	819			PurR family transcriptional regulator				ATG	 
lmo0193	0.6364310491473288	0.5291908151411375	0.5344855678900009	6.342417020257867E-5	0.8398169269178312	0.5006851720895029	0.5909185479853966	+	196786	197463	678			hypothetical protein				ATG	 
lmo0194	-0.1893119268039989	0.8508493643978474	-0.44553263050999936	0.07913306402976822	2.3534313871902772	0.9729364740786364	1.0	+	197512	198204	693			ABC transporter, ATP-binding protein				ATG	 
lmo0195	-1.2205277680941187	0.22336187038438882	-0.9981591343099998	2.824132386740918E-12	0.8178094430974295	0.5000000000914467	0.5000000040483937	+	198201	199409	1209			ABC transporter permease				ATG	 
lmo0196	-0.2197795608183899	0.6052020139222651	-1.1669713698099997	1.0407135733259688E-10	5.309735652690203	0.5000000028181725	0.5000001491862908	+	200094	200402	309			regulatory protein SpoVG				ATG	 
lmo0197	-0.400909151209639	0.5393260146372099	-1.059340999859999	0.022432040952016945	2.6423467677495345	0.6530456992737099	1.0	+	200522	200830	309			regulatory protein SpoVG				ATG	 
lmo0198	0.1104760153045099	0.8924296167727017	0.10656601502000074	0.6234692877598629	0.9646076999271574	1.0	1.0	+	201217	202590	1374	glmU		bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase				ATG	 
lmo0199	-0.8475396271445401	0.2955974624411978	-0.7566274421900001	5.148716353723003E-4	0.8927340008150016	0.5047850664319533	1.0	+	202641	203597	957	prs		ribose-phosphate pyrophosphokinase				ATG	 
lmo0200	2.8974438087673793	6.11821980540217E-4	2.454509254992	3.1877105621945386E-13	0.8471291997328462	0.054952510795393913	0.5000000004569584	-	203640	204353	714	prfA		listeriolysin positive regulatory protein				ATG	 
lmo0201	3.2464585058223996	1.866719616172574E-5	3.512483415719	1.0587658344567983E-7	1.0819431110607127	0.002762108183394902	0.026687193426262523	-	204624	205577	954	plcA		phosphatidylinositol-specific phospholipase c				TTG	 
lmo0202	4.751453830811071	0.0	4.041806053735001	9.762171735437884E-66	0.8506461806543675	5.974357783046856E-62	1.3994073182750205E-62	+	205819	207408	1590	hly		listeriolysin O precursor				ATG	 
lmo0203	4.75589034690976	1.204256827591621E-8	4.386506730220001	1.1655649469186706E-52	0.922331342872576	3.2449113504914108E-6	1.7118510804214893E-5	+	207739	209271	1533	mpl		Zinc metalloproteinase precursor				ATG	 
lmo0204	4.77402234321434	1.3672618592863728E-10	5.06594347678	1.102974989982256E-50	1.0611478356360415	4.736743717520573E-8	1.943562732975579E-7	+	209470	211389	1920	actA		actin-assembly inducing protein precursor				GTG	 
lmo0205	5.77786535380297	0.0	5.1974522824600005	5.4993526849000465E-42	0.8995454141275646	2.9265673044669272E-39	7.883322073804217E-39	+	211425	212294	870	plcB		phospholipase C				ATG	 
lmo0206	6.3865908827734605	1.199040866595169E-14	4.90646347713	2.784809643910541E-10	0.7682445246906601	7.094944999349696E-9	3.992195068204947E-7	+	212366	212689	324			hypothetical protein				ATG	 
lmo0207	5.121902854975491	2.000398313661833E-8	4.334187016235	2.710634855759316E-14	0.8462064078440511	5.160775381824229E-6	2.8435700885653614E-5	+	212824	213285	462			hypothetical protein				ATG	 
lmo0208	-1.3163195633938898	0.10183900252217715	-2.151545578154	3.719014941601452E-8	1.6345161448536343	0.5000006794036881	0.5000533120791879	-	213336	213668	333			hypothetical protein				ATG	 
lmo0209	1.0688726478728316	0.20683906732002733	0.6922580502940001	0.0034945828356291375	0.6476525072202625	0.5279197389785567	1.0	-	213735	214409	675			hypothetical protein				ATG	 
lmo0210	0.3346487659806101	0.4263568018490669	-0.6259748967850003	8.706536007997302E-7	-1.8705429704804886	0.5000128238714625	0.5012480819367464	-	214486	215427	942	ldh		L-lactate dehydrogenase				ATG	 
lmo0211	-0.6961379604824103	0.32776977245026073	-1.2072573433849998	6.144102222106707E-6	1.734221392765873	0.5000780110598688	0.5088075705353899	+	215721	216344	624	ctc		50S ribosomal protein L25				ATG	 
lmo0212	-0.28343011718829914	0.7714044961405003	-0.3179113234099997	0.08542145735609798	1.1216568181383233	1.0	1.0	+	216434	217018	585			hypothetical protein				ATG	 
lmo0213	-0.45926410838557175	0.6325189577765342	-0.8405708600199997	0.0010710109715636048	1.8302559348145375	0.5094445057054153	1.0	+	217125	217685	561	pth		peptidyl-tRNA hydrolase				ATG	 
lmo0214	0.26853509025552924	0.782685762690241	-0.1451447514999995	8.7409835831179E-4	-0.5405057170066098	0.5078036472449404	1.0	+	217800	221339	3540	mfd		transcription-repair coupling factor				TTG	 
lmo0215	-0.086337152522459	0.9184214033108596	-0.4294559553499999	0.0017664095073375826	4.9741732591688725	0.5149830366573663	1.0	+	221370	222959	1590			hypothetical protein				GTG	 
lmo0216	-0.1982053647059896	0.8060055428441218	-0.9974374571149993	0.013747257193460106	5.032343390879256	0.5976008446097691	1.0	+	222983	223261	279			hypothetical protein				ATG	 
lmo0217	1.3046349632159409	0.12108376539359833	1.0577598195800002	1.4384737290186714E-5	0.810770713190615	0.500173123395503	0.5206205209054826	+	223490	223876	387			DivIC protein				ATG	 
lmo0218	0.2672319276282096	0.7407641887020158	-0.3500785156499999	0.31604080173773996	-1.3100175520084258	1.0	1.0	+	224027	224455	429			hypothetical protein				ATG	 
lmo0219	1.3120324554593221	0.15582550604878298	1.3075047838100002	4.5107092476933646E-13	0.99654911612096	0.5000000000161433	0.5000000006466102	+	224562	226508	1947			hypothetical protein				ATG	 
lmo0220	-0.3677557533729896	0.6000417389798043	-1.0599443053999993	3.1273620186669697E-16	2.8821963917039524	0.5000000000000183	0.5000000000004483	+	226854	228929	2076	ftsH		cell division protein FtsH				ATG	 
lmo0221	-0.6390714012124512	0.4926107896067964	-0.8929391687149995	9.654963870629984E-6	1.3972447632939111	0.5001194893341283	0.513840390708548	+	229045	229824	780			pantothenate kinase				ATG	 
lmo0222	-0.37292276466159	0.6978458991723125	-1.2105892627999997	4.865279542345736E-10	3.2462198007637126	0.5000000120546784	0.5000006974378224	+	229840	230724	885	hslO		heat shock protein 33				ATG	 
lmo0223	1.6919603536090104	4.999615240499633E-4	0.9581225404250002	1.455522929747523E-5	0.5662795457241604	0.04646021240860339	0.5208649211979307	+	230840	231766	927	cysK		cysteine synthase				ATG	 
lmo0224	-0.2491847953729902	0.7936163514575845	-0.4530370202649996	1.1751860351100289E-4	1.8180764985555193	0.5012165065586215	0.6684629181330226	+	232662	233477	816	sul		dihydropteroate synthases				TTG	 
lmo0225	-0.14417129849459975	0.8836933012815404	-0.018650155319999584	0.4602147137279923	0.12936108306396482	1.0	1.0	+	233491	233865	375	folA		dihydroneopterin aldolase				TTG	 
lmo0226	0.1898675155304499	0.8436789653285643	0.052347222620000355	0.027626221728524008	0.2757039426873693	0.6843728382960252	1.0	+	233858	234337	480	folK		7,8-dihydro-6-hydroxymethylpterin pyrophosphokinase				ATG	 
lmo0227	-0.5512580817434589	0.4930502450622565	-1.2688703472549996	1.3862124649676474E-11	2.3017718728802214	0.5000000004118199	0.5000000198713557	+	234414	235409	996			hypothetical protein				ATG	 
lmo0228	-0.8615842733988899	0.2756518070460363	-1.3644810437799992	2.587584017132459E-25	1.5836884282917754	0.5	0.5	+	235524	237020	1497	lysS		lysyl-tRNA synthetase				ATG	 
lmo0229	0.7161188562697012	0.47794197286569506	0.8120038486299999	0.023278236902690208	1.133895360415125	0.6582017016216248	1.0	+	248555	249013	459			CtsR family transcriptional regulator				ATG	 
lmo0230	0.7253631021951108	0.4613434489991275	0.5266410898550007	0.0020920240082350572	0.7260378812504621	0.5174427673495534	1.0	+	249026	249544	519			hypothetical protein				ATG	 
lmo0231	0.5091896449853106	0.60146117579844	0.3176958130700003	0.44803380043453667	0.6239243397794654	1.0	1.0	+	249541	250563	1023			ATP:guanido phosphotransferase				ATG	 
lmo0232	0.4364423712123209	0.6229034116068457	-0.12403546291999956	0.4521015907193786	-0.2841966571106788	1.0	1.0	+	250592	253054	2463	clpC		endopeptidase Clp ATP-binding chain C				ATG	 
lmo0233	0.014452066812589592	0.9878974467567654	-0.32852073347999955	0.046528490315856486	-22.731747489142254	0.7944674335908389	1.0	+	253200	254573	1374			DNA repair protein RadA				ATG	 
lmo02333			1.4613922696400001	0.01713974384742983	-1.4613922696400002E-6	0.2393465579689727	1.0	+	2402357	2402833	477			hypothetical protein				ATG	 
lmo0234	2.9336097997822197	4.04050050217819E-6	2.6919050359500005	7.1608691504382395E-34	0.9176084140944162	6.80454204243797E-4	0.005743571463846298	+	254707	255780	1074			hypothetical protein				ATG	 
lmo0235	2.2184823803356597	2.4850595719483337E-4	1.6881499832100004	1.1116107009640923E-16	0.7609481139780704	0.025535891824572297	0.353251218152615	+	255800	256498	699	ispD		2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase				ATG	 
lmo0236	1.5456645550066597	0.009898088273746719	0.9891152999399999	9.190171052552836E-5	0.6399288233246302	0.5009672052821722	0.6317411020383449	+	256491	256964	474	ispF		2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase				ATG	 
lmo0237	0.8197280294874094	0.20334539754539027	0.43510032575000057	0.055911868590193814	0.5307861999327711	0.8466822751414845	1.0	+	256983	258458	1476	gltX		glutamyl-tRNA synthetase				GTG	 
lmo0238	-2.0018229835779984	0.03236366137776747	-2.3205803501099993	4.770314930564717E-12	1.1592335431988414	0.5000000001489484	0.5000000068382464	+	258856	259470	615	cysE		serine O-acetyltransferase				ATG	 
