Genome elements	LOGFC_EGD_WT vs EGDe_280212.ge	FC_EGD_WT vs EGDe_280212.ge	STAT_EGD_WT vs EGDe_280212_LPE.ge	STAT_EGD_WT vs EGDe_280212_FDRBH.ge	STAT_EGD_WT vs EGDe_280212_FDRBY.ge	STAT_EGD_WT vs EGDe_280212_FDRBONF.ge	Strand	Begin	End	Length (bp)	Info	Description	Note	Supp Note	Operon	COG	StartCodon	SD energy
lmo0177	-0.21316616672327982	-1.159229461941633	0.7906230895549021	0.9954567952190374	1.0	1.0	+	175766	177760	1995	metS		methionyl-tRNA synthetase				TTG	 
lmo0178	6.55025888386236	93.71830027644157	0.0	0.0	0.0	0.0	+	177924	179138	1215			xylose repressor				ATG	 
lmo0179	6.432257669092441	86.35798458146465	0.0	0.0	0.0	0.0	+	179174	180052	879			sugar ABC transporter permease				ATG	 
lmo0180	7.1211681419304	139.2147381586734	0.0	0.0	0.0	0.0	+	180052	180900	849			sugar ABC transporter permease				ATG	 
lmo0181	6.628567636423851	98.94587350389351	0.0	0.0	0.0	0.0	+	180928	182184	1257			sugar ABC transporter substrate-binding protein				ATG	 
lmo0182	3.3158216533643596	9.957762823669787	2.382575933697062E-4	0.005890142069131085	0.05024295094139265	0.6773663379500747	+	182267	185569	3303			alpha-glucosidase				ATG	 
lmo0183	5.517317043983371	45.80131274630278	1.4237500067793007E-12	1.839873304215251E-10	1.5694131495830237E-9	4.047721269273552E-9	+	185572	187863	2292			alpha-glucosidase				ATG	 
lmo0184	4.50185540415095	22.65653611899745	5.271494352143691E-11	4.9956194810481705E-9	4.261266732827642E-8	1.4986858443144513E-7	+	187867	189528	1662			oligo-1,6-glucosidase				ATG	 
lmo0185	0.5860017267068711	1.5010808940999762	0.5617912630814768	0.973210772949135	1.0	1.0	+	189625	190398	774			hypothetical protein				TTG	 
lmo0186	-0.5579851871983195	-1.47221174622755	0.5192470759605778	0.9623194713058224	1.0	1.0	+	190690	191916	1227			hypothetical protein				ATG	 
lmo0187	0.47470759235932825	1.3896365376354485	0.6300877838757879	0.9817988032971809	1.0	1.0	+	192018	192593	576			hypothetical protein				ATG	 
lmo0188	0.12092855474275055	1.0874345375027612	0.8901431908692692	0.9999128696259001	1.0	1.0	+	192586	193473	888	ksgA		dimethyladenosine transferase				ATG	 
lmo0189	0.009855582576911104	1.0068547563038643	0.9887911052319118	1.0	1.0	1.0	+	193593	193850	258			Veg protein				ATG	 
lmo0190	-0.8426047395174905	-1.7932849391242116	0.32319445439457584	0.8664646827665436	1.0	1.0	+	193989	194870	882	ipk		4-diphosphocytidyl-2-C-methyl-D-erythritol kinase				ATG	 
lmo0191	-0.9946812029129912	-1.9926401567274483	0.21399620759249505	0.7690384979319353	1.0	1.0	+	194892	195629	738			phospho-beta-glucosidase				ATG	 
lmo0192	-0.14274869198940898	-1.1040065197201487	0.8791548716937037	1.0	1.0	1.0	+	195793	196611	819			PurR family transcriptional regulator				ATG	 
lmo0193	0.6364310491473288	1.5544789161806165	0.5291908151411375	0.9625652510852554	1.0	1.0	+	196786	197463	678			hypothetical protein				ATG	 
lmo0194	-0.1893119268039989	-1.140219774312557	0.8508493643978474	1.0	1.0	1.0	+	197512	198204	693			ABC transporter, ATP-binding protein				ATG	 
lmo0195	-1.2205277680941187	-2.3303194967588348	0.22336187038438882	0.7859131157213087	1.0	1.0	+	198201	199409	1209			ABC transporter permease				ATG	 
lmo0196	-0.2197795608183899	-1.1645556325025754	0.6052020139222651	0.988950520840891	1.0	1.0	+	200094	200402	309			regulatory protein SpoVG				ATG	 
lmo0197	-0.400909151209639	-1.3203396945165702	0.5393260146372099	0.9634574025099701	1.0	1.0	+	200522	200830	309			regulatory protein SpoVG				ATG	 
lmo0198	0.1104760153045099	1.0795843851737719	0.8924296167727017	0.9998438841306796	1.0	1.0	+	201217	202590	1374	glmU		bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase				ATG	 
lmo0199	-0.8475396271445401	-1.7994295589275318	0.2955974624411978	0.8454563236622991	1.0	1.0	+	202641	203597	957	prs		ribose-phosphate pyrophosphokinase				ATG	 
lmo0200	2.8974438087673793	7.451050333957906	6.11821980540217E-4	0.012884517708709903	0.10990502156728363	1.0	-	203640	204353	714	prfA		listeriolysin positive regulatory protein				ATG	 
lmo0201	3.2464585058223996	9.490331657511547	1.866719616172574E-5	6.472053498510522E-4	0.005520665929602998	0.05307083868778628	-	204624	205577	954	plcA		phosphatidylinositol-specific phospholipase c				TTG	 
lmo0202	4.751453830811071	26.935815341657268	0.0	0.0	0.0	0.0	+	205819	207408	1590	hly		listeriolysin O precursor				ATG	 
lmo0203	4.75589034690976	27.018774737810237	1.204256827591621E-8	7.608227024095508E-7	6.4898227009828215E-6	3.4237021608429785E-5	+	207739	209271	1533	mpl		Zinc metalloproteinase precursor				ATG	 
lmo0204	4.77402234321434	27.36049342494529	1.3672618592863728E-10	1.110607275986045E-8	9.473487435041146E-8	3.887125465951158E-7	+	209470	211389	1920	actA		actin-assembly inducing protein precursor				GTG	 
lmo0205	5.77786535380297	54.86694539380845	0.0	0.0	0.0	0.0	+	211425	212294	870	plcB		phospholipase C				ATG	 
lmo0206	6.3865908827734605	83.66723671643236	1.199040866595169E-14	2.0052195198412153E-12	1.7104535812489748E-11	3.4088731837300656E-11	+	212366	212689	324			hypothetical protein				ATG	 
lmo0207	5.121902854975491	34.821413326803835	2.000398313661833E-8	1.2100281714341684E-6	1.03215483330504E-5	5.6871324057405914E-5	+	212824	213285	462			hypothetical protein				ATG	 
lmo0208	-1.3163195633938898	-2.4903000222518523	0.10183900252217715	0.5710617044784017	1.0	1.0	-	213336	213668	333			hypothetical protein				ATG	 
lmo0209	1.0688726478728316	2.0977934668428144	0.20683906732002733	0.7586977451088742	1.0	1.0	-	213735	214409	675			hypothetical protein				ATG	 
lmo0210	0.3346487659806101	1.2610703552137557	0.4263568018490669	0.9249384547456444	1.0	1.0	-	214486	215427	942	ldh		L-lactate dehydrogenase				ATG	 
lmo0211	-0.6961379604824103	-1.6201618709452026	0.32776977245026073	0.8652269852145694	1.0	1.0	+	215721	216344	624	ctc		50S ribosomal protein L25				ATG	 
lmo0212	-0.28343011718829914	-1.2170851596450925	0.7714044961405003	0.9941536638837001	1.0	1.0	+	216434	217018	585			hypothetical protein				ATG	 
lmo0213	-0.45926410838557175	-1.374840359037366	0.6325189577765342	0.9802538033767234	1.0	1.0	+	217125	217685	561	pth		peptidyl-tRNA hydrolase				ATG	 
lmo0214	0.26853509025552924	1.2045840741664307	0.782685762690241	0.997113990148376	1.0	1.0	+	217800	221339	3540	mfd		transcription-repair coupling factor				TTG	 
lmo0215	-0.086337152522459	-1.0616712886345978	0.9184214033108596	0.9992319760567681	1.0	1.0	+	221370	222959	1590			hypothetical protein				GTG	 
lmo0216	-0.1982053647059896	-1.147270324201364	0.8060055428441218	1.0	1.0	1.0	+	222983	223261	279			hypothetical protein				ATG	 
lmo0217	1.3046349632159409	2.4702121716719283	0.12108376539359833	0.6064117983984425	1.0	1.0	+	223490	223876	387			DivIC protein				ATG	 
lmo0218	0.2672319276282096	1.2034964845215836	0.7407641887020158	0.9904358892537495	1.0	1.0	+	224027	224455	429			hypothetical protein				ATG	 
lmo0219	1.3120324554593221	2.4829108390044756	0.15582550604878298	0.67693718023366	1.0	1.0	+	224562	226508	1947			hypothetical protein				ATG	 
lmo0220	-0.3677557533729896	-1.290344018186334	0.6000417389798043	0.9887391472053221	1.0	1.0	+	226854	228929	2076	ftsH		cell division protein FtsH				ATG	 
lmo0221	-0.6390714012124512	-1.557326454714784	0.4926107896067964	0.950192447848153	1.0	1.0	+	229045	229824	780			pantothenate kinase				ATG	 
lmo0222	-0.37292276466159	-1.2949736699913637	0.6978458991723125	0.986473354973849	1.0	1.0	+	229840	230724	885	hslO		heat shock protein 33				ATG	 
lmo0223	1.6919603536090104	3.2309543200602073	4.999615240499633E-4	0.01085236691930166	0.09257076184664964	1.0	+	230840	231766	927	cysK		cysteine synthase				ATG	 
lmo0224	-0.2491847953729902	-1.1885353352638353	0.7936163514575845	0.9952586180828904	1.0	1.0	+	232662	233477	816	sul		dihydropteroate synthases				TTG	 
lmo0225	-0.14417129849459975	-1.1050956906229896	0.8836933012815404	0.999128075939402	1.0	1.0	+	233491	233865	375	folA		dihydroneopterin aldolase				TTG	 
lmo0226	0.1898675155304499	1.1406589629356685	0.8436789653285643	1.0	1.0	1.0	+	233858	234337	480	folK		7,8-dihydro-6-hydroxymethylpterin pyrophosphokinase				ATG	 
lmo0227	-0.5512580817434589	-1.4653629879476078	0.4930502450622565	0.9503334553979629	1.0	1.0	+	234414	235409	996			hypothetical protein				ATG	 
lmo0228	-0.8615842733988899	-1.8170325618533358	0.2756518070460363	0.8275375791255345	1.0	1.0	+	235524	237020	1497	lysS		lysyl-tRNA synthetase				ATG	 
lmo0229	0.7161188562697012	1.6427567342593177	0.47794197286569506	0.9468913093081333	1.0	1.0	+	248555	249013	459			CtsR family transcriptional regulator				ATG	 
lmo0230	0.7253631021951108	1.6533166960890928	0.4613434489991275	0.9355202749675603	1.0	1.0	+	249026	249544	519			hypothetical protein				ATG	 
lmo0231	0.5091896449853106	1.423250537907239	0.60146117579844	0.989556784024864	1.0	1.0	+	249541	250563	1023			ATP:guanido phosphotransferase				ATG	 
lmo0232	0.4364423712123209	1.3532631162873097	0.6229034116068457	0.9824384211671945	1.0	1.0	+	250592	253054	2463	clpC		endopeptidase Clp ATP-binding chain C				ATG	 
lmo0233	0.014452066812589592	1.0100677515686665	0.9878974467567654	1.0	1.0	1.0	+	253200	254573	1374			DNA repair protein RadA				ATG	 
lmo0234	2.9336097997822197	7.6401967967384	4.04050050217819E-6	1.5954365177350827E-4	0.001360908408487594	0.011487142927692595	+	254707	255780	1074			hypothetical protein				ATG	 
lmo0235	2.2184823803356597	4.654036032205545	2.4850595719483337E-4	0.005987308782245011	0.05107178364913064	0.7065024363049113	+	255800	256498	699	ispD		2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase				ATG	 
lmo0236	1.5456645550066597	2.9193851481156767	0.009898088273746719	0.13400126172505678	1.0	1.0	+	256491	256964	474	ispF		2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase				ATG	 
lmo0237	0.8197280294874094	1.7650732173896135	0.20334539754539027	0.7531499806992871	1.0	1.0	+	256983	258458	1476	gltX		glutamyl-tRNA synthetase				GTG	 
lmo0238	-2.0018229835779984	-4.005057578403981	0.03236366137776747	0.30875801777514406	1.0	1.0	+	258856	259470	615	cysE		serine O-acetyltransferase				ATG	 
lmo0239	-1.0834660346412903	-2.1191210997711796	0.1820267793427217	0.710854579218898	1.0	1.0	+	259477	260892	1416	cysS		cysteinyl-tRNA synthetase				TTG	 
lmo0240	-0.6544831271707192	-1.5740519181872963	0.44455385332050223	0.9320550184293421	1.0	1.0	+	260896	261306	411			hypothetical protein				ATG	 
lmo0241	-4.776402454129701	-27.405669123209375	5.062501085006943E-9	3.347137345273195E-7	2.855110376946695E-6	1.4392690584674739E-5	+	261306	262061	756			hypothetical protein				ATG	 
lmo0242	0.056688732002218245	1.040075841232916	0.9481386828499951	0.9993863436601494	1.0	1.0	+	262064	262576	513			hypothetical protein				ATG	 
lmo0243	0.44909583730454905	1.3651844031957419	0.6198320830704209	0.9844595598710653	1.0	1.0	+	262657	263262	606	sigH		RNA polymerase factor sigma-70				GTG	 
lmo0244	0.47303519911200986	1.3880265839044321	0.557913284693828	0.9724999806159123	1.0	1.0	+	263366	263515	150	rpmG		50S ribosomal protein L33 type II				ATG	 
lmo0245	0.45023026435745095	1.3662583038652742	0.6029496690016323	0.9886514261567806	1.0	1.0	+	263535	263714	180	secE		preprotein translocase subunit SecE				ATG	 
lmo0246	-0.3113472057210096	-1.2408658943598685	0.7201375455050225	0.9869011793279175	1.0	1.0	+	263844	264377	534	nusG		transcription antitermination protein NusG				ATG	 
lmo0247	0.4480083511962807	1.3641557314194928	0.6550206225670738	0.9822789332599944	1.0	1.0	+	264432	264902	471			hypothetical protein				ATG	 
lmo0248	0.13472672942430997	1.0978848363358735	0.77017161230833	0.9946736842694004	1.0	1.0	+	265029	265454	426	rplK		50S ribosomal protein L11				GTG	 
lmo0249	0.15223295832006123	1.1112881587597252	0.7463348453379552	0.9896594987387157	1.0	1.0	+	265494	266183	690	rplA		50S ribosomal protein L1				ATG	 
lmo0250	-0.006842113974240505	-1.00475385589944	0.9857886517291208	1.0	1.0	1.0	+	266431	266931	501	rplJ		50S ribosomal protein L10				ATG	 
lmo0251	-0.04550613310953899	-1.0320451827784718	0.930679315472046	1.0	1.0	1.0	+	267010	267372	363	rplL		50S ribosomal protein L7/L12				ATG	 
lmo0252	-3.414768741134309	-10.664679769606103	3.3111955843878604E-8	1.9211691931458547E-6	1.6387585967952976E-5	9.413729046414687E-5	+	267530	267916	387			penicilinase repressor				ATG	 
lmo0253	-3.8999584328511494	-14.928097747770831	0.0	0.0	0.0	0.0	+	267909	268949	1041			penicillinase antirepressor				ATG	 
lmo0254	-0.04893634097490995	-1.0345019330376968	0.860255509960882	1.0	1.0	1.0	+	269067	269729	663			hypothetical protein				ATG	 
lmo0255	0.10743207883825967	1.0773089757028464	0.6996582350266367	0.9871604775090462	1.0	1.0	+	269754	270257	504			hypothetical protein				ATG	 
lmo0256	-1.0691210354570995	-2.0981546732620924	0.28544339519427475	0.8374773710395491	1.0	1.0	+	270372	270977	606			hypothetical protein				TTG	 
lmo0257	-1.4011529012306987	-2.641125581760402	0.16325804533696986	0.6867448199731572	1.0	1.0	+	271324	272502	1179			hypothetical protein				ATG	 
lmo0258	-0.12587150729389052	-1.0911666886675238	0.8646279785424701	1.0	1.0	1.0	+	273003	276557	3555	rpoB		DNA-directed RNA polymerase subunit beta				TTG	 
lmo0259	0.29942994453960914	1.2306580444743473	0.656982755256414	0.9785956957002486	1.0	1.0	+	276728	280333	3606	rpoC		DNA-directed RNA polymerase subunit beta'				TTG	 
lmo0260	-0.8806334356004903	-1.8411835213933023	0.3779298973501398	0.9033880468477636	1.0	1.0	+	280410	280955	546			hypothetical protein				TTG	 
lmo0261	-0.5750643941777689	-1.489743955828032	0.543655049872591	0.9659301787908181	1.0	1.0	+	281021	282481	1461			phospho-beta-glucosidase				ATG	 
lmo0262	-0.058800131102049846	-1.0415991173670467	0.939469439768577	1.0	1.0	1.0	+	282755	284227	1473	inlG		internalin G				ATG	 
lmo0263	-0.006338748850680531	-1.0044033522838365	0.9939401427766899	1.0	1.0	1.0	+	284365	286011	1647	inlH		internalin H				ATG	 
lmo0264	0.3470900050788499	1.2719923597587763	0.6523459545042618	0.9807612631706062	1.0	1.0	+	286219	287718	1500	inlE		internalin E				ATG	 
lmo0265	-1.064234309702659	-2.091059784173651	0.29079130229565486	0.8403203427436996	1.0	1.0	+	287853	288992	1140			succinyl-diaminopimelate desuccinylase				ATG	 
lmo0266	-0.0013086704840485908	-1.000907512797072	0.9989629420032189	1.0	1.0	1.0	+	289139	289555	417			transcriptional regulator				ATG	 
lmo0267	-0.38485403919879957	-1.3057276769105635	0.7026566634745901	0.9852423472070639	1.0	1.0	+	289562	290521	960			hypothetical protein				ATG	 
lmo0268	0.05643122233183995	1.039890212476912	0.949182335680586	0.9998241498110063	1.0	1.0	+	290593	291228	636			phosphoglycerate mutase				TTG	 
lmo0269	-0.4000514959210193	-1.3195550104619798	0.6919856443131246	0.9876758756281032	1.0	1.0	+	291312	293198	1887			transporter				ATG	 
lmo0270	-1.1375901820621994	-2.2001321512915237	0.25670959930778847	0.8209861891364489	1.0	1.0	-	293212	293841	630			hypothetical protein				ATG	 
lmo0271	-0.9593867018450304	-1.9444831078847686	0.2914582612906558	0.8395297232516052	1.0	1.0	-	293845	295281	1437			phospho-beta-glucosidase				ATG	 
lmo0272	0.09911972235543232	1.0711197066005265	0.911875850480149	1.0	1.0	1.0	-	295401	296213	813			hypothetical protein				TTG	 
lmo0273	-1.5632854890089298	-2.9552608737691886	0.062490907495198034	0.45554269233037953	1.0	1.0	+	296349	296852	504			hypothetical protein				ATG	 
lmo0274	-0.16075525515589106	-1.1178721943466403	0.8732930447162083	1.0	1.0	1.0	-	296889	297551	663			hypothetical protein				ATG	 
lmo0275	-0.18546400742683034	-1.137182661298991	0.8380308847646527	1.0	1.0	1.0	-	297810	298652	843			hypothetical protein				ATG	 
lmo0276	0.3030235108529009	1.2337272750592654	0.7599232752576384	0.9963140933562721	1.0	1.0	-	298669	299490	822			hypothetical protein				TTG	 
lmo0277	-1.088894689427109	-2.127110070173904	0.2560959319834747	0.823056644404748	1.0	1.0	+	299607	300578	972			oxidoreductase				ATG	 
lmo0278	1.8893517987924415	3.7046873618416627	0.024127913174887272	0.2521899160154578	1.0	1.0	-	300617	301717	1101			sugar ABC transporter ATP-binding protein				TTG	 
lmo0279	-0.20365359182648923	-1.1516110936805874	0.8018717757265431	0.9987804844945706	1.0	1.0	+	302008	304140	2133			anaerobic ribonucleoside triphosphate reductase				ATG	 
lmo0280	-0.5910309683825989	-1.5063228004804088	0.5013495068905771	0.9534024401939203	1.0	1.0	+	304133	304684	552			anaerobic ribonucleotide reductase activator protein				GTG	 
lmo0281	-1.6366926056287108	-3.109521528613958	0.10114996239189922	0.5705740934130347	1.0	1.0	-	304942	305613	672			hypothetical protein				ATG	 
lmo0282	-0.6145204453471891	-1.531048988823515	0.5219285228248933	0.960632063790629	1.0	1.0	-	305775	306554	780			hypothetical protein				ATG	 
lmo0283	-0.12611855186823817	-1.0913535541407495	0.8809266200072468	0.9993912133601767	1.0	1.0	-	306644	307306	663			ABC transporter permease				ATG	 
lmo0284	0.42031617130848176	1.3382207980908483	0.6221271510748014	0.9839891530264872	1.0	1.0	-	307303	308319	1017			ABC transporter ATP-binding protein				TTG	 
lmo0285	0.538981786740429	1.4529467067741715	0.5544719947258094	0.9716157127465637	1.0	1.0	-	308334	309155	822			lipoprotein				ATG	 
lmo0286	0.2514656864514606	1.1904158877495181	0.7947897085700673	0.9949731553950444	1.0	1.0	+	309538	310719	1182			aminotransferase				ATG	 
lmo0287	-0.10974624347828943	-1.0790384270767448	0.8838575838858937	0.9990302344172349	1.0	1.0	+	310932	311645	714			two-component response regulator				ATG	 
lmo0288	0.26156499256458154	1.1987783986205611	0.7843522799276836	0.9950528923848302	1.0	1.0	+	311830	313662	1833			two-component sensor histidine kinase				ATG	 
lmo0289	1.42619633200548	2.687372542962	0.13476450784002525	0.6374966652066419	1.0	1.0	+	313659	314981	1323			hypothetical protein				ATG	 
lmo0290	0.2780692857581002	1.2125710516644859	0.7516655105001306	0.9909060635541181	1.0	1.0	+	314984	315823	840			hypothetical protein				ATG	 
lmo0291	-0.008466611699288862	-1.0058858620441917	0.9916481258882912	1.0	1.0	1.0	+	315945	316775	831			hypothetical protein				ATG	 
lmo0292	0.3801906525734715	1.3015138395140458	0.6634688732928411	0.9788489915783847	1.0	1.0	+	316873	318375	1503			heat-shock protein htrA serine protease				ATG	 
lmo0293	-1.3472380190334299	-2.544245734177359	0.1580762813302644	0.6788683803956824	1.0	1.0	+	319049	319528	480			rRNA large subunit methyltransferase				ATG	 
lmo0294	-1.9531422788647301	-3.87216996289803	5.974277682574414E-5	0.0018069012182509636	0.015412879383725674	0.16984871451559058	-	319560	320423	864			LysR family transcriptional regulator				ATG	 
lmo0295	-1.2702297625693202	-2.4119997581326458	0.008578844148639075	0.11955712703225926	1.0	1.0	+	320542	321279	738			FMN-containing NADPH-linked nitro/flavin reductase				ATG	 
lmo0296	-0.7178632404235596	-1.64474421730477	0.4767765159857549	0.9459006524406847	1.0	1.0	+	321490	322128	639			hypothetical protein				ATG	 
lmo0297	1.1206020533427496	2.174376928410866	0.26663029953425443	0.8219342754738757	1.0	1.0	-	322134	324005	1872			transcriptional antiterminator BglG				ATG	 
