Guide for interpreting SIPHT output
Locus Name	|	UpGENEnumber		UpGENEname		UpGENEdirection	distUpGENE	|	sRNAstart	end	dirsRNA	lensRNA	|	distDnGENE	DnGENEdir.	DnGENEnumber	DnGENEname		sRNAtype	BLASTscore	BLASTexpect	TermType	NumSearchesPredicted	BLASTpartner	QRNA?	homology to known sRNAs	Num paralogues	Weaker rev paralogue?	Paralogous candidates	Conserved synteny with knowns	Potential UTR?	Riboswitch?	Putative TFBSs
Candidate_32_NC_003210	|	lmor12		16S_ribosomal_RNA                               	*	<<<	133	|	1853866	1853905	>>>	39	|	171	<<<	lmo1777	hypothetical_protein                           	*	candidate	206	0.0048	R	34	Bacillus_halodurans_C-125_chromosome_<>Listeria_innocua_Clip11262_chromosome_<>Streptococcus_agalactiae_2603V/R_chromosome_<>Streptococcus_mutans_UA159_chromosome_<>Streptococcus_agalactiae_NEM316_chromosome_<>Enterococcus_faecalis_V583_chromosome_<>Bacillus_clausii_KSM-K16_chromosome_<>Streptococcus_agalactiae_A909_chromosome_<>Lactobacillus_sakei_subsp._sakei_23K_chromosome_<>Pediococcus_pentosaceus_ATCC_25745_chromosome_<>Leuconostoc_mesenteroides_subsp._mesenteroides_ATCC_8293_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Desulfotomaculum_reducens_MI-1_chromosome_<>Lactobacillus_reuteri_DSM_20016_chromosome_<>Streptococcus_gordonii_str._Challis_substr._CH1_chromosome_<>Lysinibacillus_sphaericus_C3-41_chromosome_<>Lactobacillus_reuteri_JCM_1112_chromosome_<>Lactobacillus_fermentum_IFO_3956_chromosome_<>Sulfolobus_islandicus_M.16.27_chromosome_<>Geobacillus_sp._WCH70_chromosome_<>Bacillus_pseudofirmus_OF4_chromosome_<>Streptococcus_gallolyticus_UCN34_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Leuconostoc_kimchii_IMSNU_11154_chromosome_<>Bacillus_atrophaeus_1942_chromosome_<>Geobacillus_sp._Y4.1MC1_chromosome_<>Streptococcus_gallolyticus_subsp._gallolyticus_ATCC_BAA-2069_chromosome_<>Aerococcus_urinae_ACS-120-V-Col10a_chromosome_<>Carnobacterium_sp._17-4_chromosome_<>Melissococcus_plutonius_ATCC_35311_chromosome_<>Mahella_australiensis_50-1_BON_chromosome_<>Megasphaera_elsdenii_DSM_20460_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_<>Tetragenococcus_halophilus_NBRC_12172_chromosome_	RNA	-	10		Candidate_44_NC_003210(para),Candidate_53_NC_003210(para),Candidate_29_NC_003210(para),Candidate_91_NC_003210(para),Candidate_92_NC_003210(para),Candidate_93_NC_003210(para),Candidate_6_NC_003210(para),Candidate_7_NC_003210(para),Candidate_63_NC_003210(para),Candidate_64_NC_003210(para)	-	-	-	-
Candidate_33_NC_003210	|	lmo1799		peptidoglycan_binding_protein                   	*	<<<	161	|	1872405	1872728	>>>	323	|	-5	<<<	lmo1800	hypothetical_protein                           	*	candidate	255	0.0019	R	4	Leptospira_interrogans_serovar_Lai_str._56601_chromosome_I<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	-	-	0	-	-	-	-	-	-
Candidate_34_NC_003210	|	lmo1918		hypothetical_protein                            	*	<<<	1	|	1994639	1994748	>>>	109	|	2	<<<	lmo1919	hypothetical_protein                           	*	candidate	391	4.3e-11	R	4	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	-	-	0	-	-	-	-	-	-
Candidate_35_NC_003210	|	lmo1934		hypothetical_protein                            	*	<<<	1	|	2008596	2009016	>>>	420	|	-11	<<<	lmo1935	hypothetical_protein                           	*	candidate	1555	3.2e-64	R	4	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	-	-	0	-	-	-	-	-	-
Candidate_36_NC_003210	|	lmo1945		hypothetical_protein                            	*	<<<	272	|	2020570	2020740	>>>	170	|	-3	<<<	lmo1946	hypothetical_protein                           	*	candidate	209	1.1e-09	R	84	Staphylococcus_epidermidis_RP62A_chromosome_<>Streptococcus_pneumoniae_TIGR4_chromosome_<>Streptococcus_pneumoniae_R6_chromosome_<>Listeria_innocua_Clip11262_chromosome_<>Fusobacterium_nucleatum_subsp._nucleatum_ATCC_25586_chromosome_<>Bacillus_anthracis_str._Ames_chromosome_<>Staphylococcus_epidermidis_ATCC_12228_chromosome_<>Lactobacillus_plantarum_WCFS1_chromosome_<>Enterococcus_faecalis_V583_chromosome_<>Bacillus_cereus_ATCC_14579_chromosome_<>Lactobacillus_johnsonii_NCC_533_chromosome_<>Bacillus_anthracis_str._Sterne_chromosome_<>Streptococcus_thermophilus_LMG_18311_chromosome_<>Streptococcus_thermophilus_CNRZ1066_chromosome_<>Geobacillus_kaustophilus_HTA426_chromosome_<>Staphylococcus_haemolyticus_JCSC1435_chromosome_<>Bacillus_anthracis_str._'Ames_Ancestor'_chromosome_<>Oenococcus_oeni_PSU-1_chromosome_<>Leuconostoc_mesenteroides_subsp._mesenteroides_ATCC_8293_chromosome_<>Streptococcus_pneumoniae_D39_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Streptococcus_sanguinis_SK36_chromosome_<>Clostridium_difficile_630_chromosome_<>Lactobacillus_reuteri_DSM_20016_chromosome_<>Clostridium_beijerinckii_NCIMB_8052_chromosome_<>Bacillus_cytotoxicus_NVH_391-98_chromosome_<>Acholeplasma_laidlawii_PG-8A_chromosome_<>Bacillus_weihenstephanensis_KBAB4_chromosome_<>Thermoanaerobacter_sp._X514_chromosome_<>Thermoanaerobacter_pseudethanolicus_ATCC_33223_chromosome_<>Streptococcus_pneumoniae_Hungary19A-6_chromosome_<>Lysinibacillus_sphaericus_C3-41_chromosome_<>Exiguobacterium_sibiricum_255-15_chromosome_<>Streptococcus_pneumoniae_CGSP14_chromosome_<>Lactobacillus_reuteri_JCM_1112_chromosome_<>Streptococcus_pneumoniae_G54_chromosome_<>Bacillus_cereus_B4264_chromosome_<>Bacillus_cereus_G9842_chromosome_<>Bacillus_cereus_AH820_chromosome_<>Streptococcus_pneumoniae_ATCC_700669_chromosome_<>Streptococcus_pneumoniae_JJA_chromosome_<>Streptococcus_pneumoniae_P1031_chromosome_<>Streptococcus_pneumoniae_70585_chromosome_<>Streptococcus_pneumoniae_Taiwan19F-14_chromosome_<>Bacillus_cereus_03BB102_chromosome_<>Bacillus_anthracis_str._CDC_684_chromosome_<>Bacillus_anthracis_str._A0248_chromosome_<>Eubacterium_rectale_ATCC_33656_chromosome_<>Lactobacillus_plantarum_JDM1_chromosome_<>Clostridium_difficile_CD196_chromosome_<>Clostridium_difficile_R20291_chromosome_<>Geobacillus_sp._Y412MC61_chromosome_<>Lactobacillus_johnsonii_FI9785_chromosome_<>Sebaldella_termitidis_ATCC_33386_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Staphylococcus_lugdunensis_HKU09-01_chromosome_<>Thermoanaerobacter_italicus_Ab9_chromosome_<>Bacillus_megaterium_QM_B1551_chromosome_<>Bacillus_megaterium_DSM_319_chromosome_<>Brachyspira_murdochii_DSM_12563_chromosome_<>Thermincola_potens_JR_chromosome_<>Bacillus_thuringiensis_BMB171_chromosome_<>Thermoanaerobacter_mathranii_subsp._mathranii_str._A3_chromosome_<>Streptococcus_pneumoniae_TCH8431/19A_chromosome_<>Clostridium_saccharolyticum_WM1_chromosome_<>Streptococcus_pneumoniae_670-6B_chromosome_<>Thermoanaerobacter_sp._X513_chromosome_<>Lactobacillus_plantarum_subsp._plantarum_ST-III_chromosome_<>Ilyobacter_polytropus_DSM_2926_plasmid_pILYOP01<>Bacillus_atrophaeus_1942_chromosome_<>Geobacillus_sp._Y4.1MC1_chromosome_<>Lactobacillus_delbrueckii_subsp._bulgaricus_ND02_chromosome_<>Geobacillus_sp._Y412MC52_chromosome_<>Staphylococcus_pseudintermedius_HKU10-03_chromosome_<>Thermoanaerobacter_brockii_subsp._finnii_Ako-1_chromosome_<>Carnobacterium_sp._17-4_chromosome_<>Mahella_australiensis_50-1_BON_chromosome_<>Bacillus_coagulans_2-6_chromosome_<>Weissella_koreensis_KACC_15510_chromosome_<>Streptococcus_pseudopneumoniae_IS7493_chromosome_<>Thermoanaerobacter_wiegelii_Rt8.B1_chromosome_<>Roseburia_hominis_A2-183_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_<>Bacillus_coagulans_36D1_chromosome_	-	-	0	-	-	-	-	-	-
Candidate_37_NC_003210	|	lmo1996		hypothetical_protein                            	*	<<<	1	|	2070659	2070757	>>>	98	|	-4	<<<	lmo1997	hypothetical_protein                           	*	candidate	337	1.5e-08	R	2	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_	-	-	0	-	-	-	-	-	-
Candidate_38_NC_003210	|	lmo2027		putative_cell_surface_protein,_internalin_proteins  	*	<<<	54	|	2109658	2110018	>>>	360	|	-10	<<<	lmo2028	hypothetical_protein                           	*	candidate	259	1.2e-05	R	1	Staphylococcus_carnosus_subsp._carnosus_TM300_chromosome_	-	-	0	-	-	-	-	-	-
Candidate_39_NC_003210	|	lmo2053		hypothetical_protein                            	*	<<<	2	|	2136799	2136899	>>>	100	|	-7	<<<	lmo2054	hypothetical_protein                           	*	candidate	364	8.5e-10	R	4	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	-	-	0	-	-	-	-	-	-
Candidate_40_NC_003210	|	lmo2110		hypothetical_protein                            	*	<<<	1	|	2191447	2191493	>>>	46	|	31	<<<	lmo2111	hypothetical_protein                           	*	candidate	314	1.9e-07	R	4	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	-	-	0	-	-	-	-	-	-B.subtilis_sigA_3(9.04|-39)
Candidate_41_NC_003210	|	lmo2172		hypothetical_protein                            	*	<<<	1	|	2254806	2255040	>>>	234	|	-7	<<<	lmo2173	hypothetical_protein                           	*	candidate	577	8.6e-20	R	3	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	-	-	0	-	-	-	-	-	-
Candidate_42_NC_003210	|	lmo2204		hypothetical_protein                            	*	>>>	1	|	2293687	2293779	>>>	92	|	-5	<<<	lmo2205	hypothetical_protein                           	*	candidate	228	0.0012	R	4	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	-	-	0	-	-	-	-	-	-
Candidate_43_NC_003210	|	lmo2323		hypothetical_protein                            	*	<<<	1	|	2396333	2396432	>>>	99	|	21	<<<	lmo2324	hypothetical_protein                           	*	candidate	505	3e-16	R	1	Listeria_innocua_Clip11262_chromosome_	-	-	0	-	-	-	-	-	-
Candidate_44_NC_003210	|	lmor15		16S_ribosomal_RNA                               	*	<<<	131	|	2443135	2443176	>>>	41	|	191	<<<	lmo2366	hypothetical_protein                           	*	candidate	216	0.0012	R	30	Listeria_innocua_Clip11262_chromosome_<>Lactobacillus_plantarum_WCFS1_chromosome_<>Bacillus_cereus_ATCC_14579_chromosome_<>Bacillus_anthracis_str._Sterne_chromosome_<>Bacillus_thuringiensis_serovar_konkukian_str._97-27_chromosome_<>Bacillus_cereus_E33L_chromosome_<>Pediococcus_pentosaceus_ATCC_25745_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Bacillus_thuringiensis_str._Al_Hakam_chromosome_<>Clostridium_phytofermentans_ISDg_chromosome_<>Bacillus_weihenstephanensis_KBAB4_chromosome_<>Lysinibacillus_sphaericus_C3-41_chromosome_<>Bacillus_cereus_AH187_chromosome_<>Bacillus_cereus_B4264_chromosome_<>Bacillus_cereus_G9842_chromosome_<>Bacillus_cereus_AH820_chromosome_<>Bacillus_cereus_Q1_chromosome_<>Bacillus_cereus_03BB102_chromosome_<>Bacillus_anthracis_str._CDC_684_chromosome_<>Bacillus_anthracis_str._A0248_chromosome_<>Lactobacillus_plantarum_JDM1_chromosome_<>Paenibacillus_sp._Y412MC10_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Bacillus_thuringiensis_BMB171_chromosome_<>Bacillus_cereus_biovar_anthracis_str._CI_chromosome_<>Lactobacillus_plantarum_subsp._plantarum_ST-III_chromosome_<>Lactobacillus_buchneri_NRRL_B-30929_chromosome_<>Lactobacillus_sanfranciscensis_TMW_1.1304_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_<>Tetragenococcus_halophilus_NBRC_12172_chromosome_	RNA	-	8		Candidate_53_NC_003210(para),Candidate_32_NC_003210(para),Candidate_91_NC_003210(para),Candidate_29_NC_003210(para),Candidate_92_NC_003210(para),Candidate_93_NC_003210(para),Candidate_379_NC_003210(para),Candidate_395_NC_003210(para)	-	-	-	-
Candidate_45_NC_003210	|	lmo2417		hypothetical_protein                            	*	<<<	1	|	2489211	2489254	>>>	43	|	19	<<<	lmo2418	hypothetical_protein                           	*	candidate	302	8.1e-07	R	4	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	-	-	0	-	-	-	-	-	-
Candidate_46_NC_003210	|	lmo2436		hypothetical_protein                            	*	<<<	23	|	2505181	2505412	>>>	231	|	12	>>>	lmo2437	hypothetical_protein                           	*	candidate	221	0.00066	R	14	Bacillus_subtilis_subsp._subtilis_str._168_chromosome_<>Listeria_innocua_Clip11262_chromosome_<>Streptococcus_thermophilus_LMD-9_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Clostridium_beijerinckii_NCIMB_8052_chromosome_<>Lactococcus_lactis_subsp._lactis_KF147_chromosome_<>Streptococcus_gallolyticus_UCN34_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Bacillus_subtilis_subsp._spizizenii_str._W23_chromosome_<>Streptococcus_gallolyticus_subsp._gallolyticus_ATCC_BAA-2069_chromosome_<>Carnobacterium_sp._17-4_chromosome_<>Streptococcus_pasteurianus_ATCC_43144_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_<>Bacillus_subtilis_subsp._spizizenii_TU-B-10_chromosome_	RNA	-	0	-	-	-	5	-	-
Candidate_47_NC_003210	|	lmo2455		phosphopyruvate_hydratase                       	*	<<<	45	|	2527560	2527701	>>>	141	|	-52	<<<	lmo2456	phosphoglyceromutase                           	*	candidate	341	7.9e-09	R	4	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	-	-	0	-	-	-	-	-	-B.subtilis_sigA_3(9.61|-50)
Candidate_48_NC_003210	|	lmo2486		hypothetical_protein                            	*	<<<	1	|	2561054	2561122	>>>	68	|	-3	<<<	lmo2487	hypothetical_protein                           	*	candidate	250	0.00017	R	4	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	-	-	0	-	-	-	-	-	-
Candidate_49_NC_003210	|	lmo2487		hypothetical_protein                            	*	<<<	171	|	2562554	2562597	>>>	43	|	-7	<<<	lmo2488	excinuclease_ABC_subunit_A                     	*	candidate	125	8.1e-31	R	5	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	-	-	0	-	-	-	-	-	-
Candidate_50_NC_003210	|	lmo2504		hypothetical_protein                            	*	<<<	18	|	2581799	2581891	>>>	92	|	8	<<<	lmo2505	peptidoglycan_lytic_protein_P45                	*	candidate	299	5.1e-07	R	4	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	RNA	-	0	-	-	-	-	-	-
Candidate_51_NC_003210	|	lmo2568		hypothetical_protein                            	*	<<<	1	|	2647011	2647169	>>>	158	|	-6	<<<	lmo2569	hypothetical_protein                           	*	candidate	571	2.4e-19	R	4	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	-	-	0	-	-	-	-	-	-
Candidate_52_NC_003210	|	lmo2575		hypothetical_protein                            	*	<<<	2	|	2653088	2653213	>>>	125	|	-3	<<<	lmo2576	pepdidoglycan_bound_protein                    	*	candidate	346	4.3e-09	R	4	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	-	-	0	-	-	-	-	-	-
Candidate_53_NC_003210	|	lmor18		16S_ribosomal_RNA                               	*	<<<	84	|	2678097	2678185	>>>	88	|	116	<<<	lmo2590	hypothetical_protein                           	*	candidate	208	0.003	R	23	Listeria_innocua_Clip11262_chromosome_<>Bacillus_cereus_ATCC_14579_chromosome_<>Bacillus_anthracis_str._Sterne_chromosome_<>Bacillus_thuringiensis_serovar_konkukian_str._97-27_chromosome_<>Bacillus_cereus_E33L_chromosome_<>Pediococcus_pentosaceus_ATCC_25745_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Bacillus_thuringiensis_str._Al_Hakam_chromosome_<>Bacillus_weihenstephanensis_KBAB4_chromosome_<>Lysinibacillus_sphaericus_C3-41_chromosome_<>Bacillus_cereus_AH187_chromosome_<>Bacillus_cereus_B4264_chromosome_<>Bacillus_cereus_AH820_chromosome_<>Bacillus_cereus_Q1_chromosome_<>Bacillus_cereus_03BB102_chromosome_<>Bacillus_anthracis_str._CDC_684_chromosome_<>Bacillus_anthracis_str._A0248_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Bacillus_thuringiensis_BMB171_chromosome_<>Bacillus_cereus_biovar_anthracis_str._CI_chromosome_<>Lactobacillus_buchneri_NRRL_B-30929_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_<>Tetragenococcus_halophilus_NBRC_12172_chromosome_	RNA	-	6		Candidate_44_NC_003210(para),Candidate_32_NC_003210(para),Candidate_91_NC_003210(para),Candidate_29_NC_003210(para),Candidate_92_NC_003210(para),Candidate_93_NC_003210(para)	-	-	-	-
Candidate_54_NC_003210	|	lmo2755		hypothetical_protein                            	*	<<<	1	|	2833727	2833846	>>>	119	|	-13	<<<	lmo2756	DNA_topoisomerase_III                          	*	candidate	358	1.4e-09	R	4	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	-	-	0	-	-	-	-	-	-
Candidate_55_NC_003210	|	lmo2766		hypothetical_protein                            	*	<<<	1	|	2847575	2847699	>>>	124	|	-27	<<<	lmo2767	hypothetical_protein                           	*	candidate	369	4.9e-10	R	4	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	-	-	0	-	-	-	-	-	-
Candidate_56_NC_003210	|	lmo2785		catalase                                        	*	<<<	1	|	2872786	2872934	>>>	148	|	-3	<<<	lmo2786	hypothetical_protein                           	*	candidate	359	9.5e-10	R	1	Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	-	-	0	-	-	-	-	-	-
Candidate_57_NC_003210	|	lmo2710		hypothetical_protein                            	*	<<<	94	|	2784202	2784345	<<<	143	|	8	>>>	lmo2711	hypothetical_protein                           	*	candidate	257	1.3e-05	R	52	Bacillus_subtilis_subsp._subtilis_str._168_chromosome_<>Bacillus_halodurans_C-125_chromosome_<>Listeria_innocua_Clip11262_chromosome_<>Bacillus_cereus_ATCC_10987_chromosome_<>Bacillus_anthracis_str._Ames_chromosome_<>Bacillus_cereus_ATCC_14579_chromosome_<>Bacillus_anthracis_str._Sterne_chromosome_<>Bacillus_thuringiensis_serovar_konkukian_str._97-27_chromosome_<>Bacillus_cereus_E33L_chromosome_<>Geobacillus_kaustophilus_HTA426_chromosome_<>Bacillus_anthracis_str._'Ames_Ancestor'_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Bacillus_thuringiensis_str._Al_Hakam_chromosome_<>Clostridium_difficile_630_chromosome_<>Bacillus_amyloliquefaciens_FZB42_chromosome_<>Bacillus_pumilus_SAFR-032_chromosome_<>Bacillus_weihenstephanensis_KBAB4_chromosome_<>Lysinibacillus_sphaericus_C3-41_chromosome_<>Anoxybacillus_flavithermus_WK1_chromosome_<>Bacillus_cereus_AH187_chromosome_<>Bacillus_cereus_B4264_chromosome_<>Bacillus_cereus_G9842_chromosome_<>Bacillus_cereus_AH820_chromosome_<>Halothermothrix_orenii_H_168_chromosome_<>Bacillus_cereus_Q1_chromosome_<>Bacillus_cereus_03BB102_chromosome_<>Bacillus_anthracis_str._CDC_684_chromosome_<>Bacillus_anthracis_str._A0248_chromosome_<>Clostridium_difficile_CD196_chromosome_<>Clostridium_difficile_R20291_chromosome_<>Geobacillus_sp._Y412MC61_chromosome_<>Bacillus_pseudofirmus_OF4_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Bacillus_megaterium_QM_B1551_chromosome_<>Bacillus_megaterium_DSM_319_chromosome_<>Bacillus_thuringiensis_BMB171_chromosome_<>Geobacillus_sp._C56-T3_chromosome_<>Bacillus_selenitireducens_MLS10_chromosome_<>Bacillus_cereus_biovar_anthracis_str._CI_chromosome_<>Clostridium_saccharolyticum_WM1_chromosome_<>Thermosediminibacter_oceani_DSM_16646_chromosome_<>Bacillus_subtilis_subsp._spizizenii_str._W23_chromosome_<>Bacillus_amyloliquefaciens_DSM_7_chromosome_<>Bacillus_atrophaeus_1942_chromosome_<>Geobacillus_sp._Y4.1MC1_chromosome_<>Halanaerobium_hydrogeniformans_chromosome_<>Bacillus_cellulosilyticus_DSM_2522_chromosome_<>Geobacillus_sp._Y412MC52_chromosome_<>Bacillus_subtilis_BSn5_chromosome_<>Tepidanaerobacter_sp._Re1_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_<>Bacillus_subtilis_subsp._spizizenii_TU-B-10_chromosome_	RNA	NC_003210_SRP_bact(-)_-_|NC_000964_SRP_bact(+)_+_(hom)	0	-	-	-	-	-	-
